X Ref,Name,Receipt Text,Ranking,Loyality Required,Start Date,End Date,Active,Qualifiers,,,,,
,,,,,,,,Retail Item Group,Minimum Identifier,Minimum Value,Discount Type,Discount Value,Reduces Tax
1163270,NOCO CLEARANCE ITEMS 0009866,NOCO CLEARANCE ITEMS 0009866,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009866,Quantity,1,Percent Discount,75,y
1163325,NOCO CLEARANCE ITEMS 0009867,NOCO CLEARANCE ITEMS 0009867,0,n,2019-07-19,2019-08-18,y,NOCO CLEARANCE ITEMS 0009867,Quantity,1,Percent Discount,75,y
1163269,NOCO CLEARANCE ITEMS 0009868,NOCO CLEARANCE ITEMS 0009868,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009868,Quantity,1,Percent Discount,75,y
1163259,NOCO CLEARANCE ITEMS 0009869,NOCO CLEARANCE ITEMS 0009869,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009869,Quantity,1,Percent Discount,75,y
1163263,NOCO CLEARANCE ITEMS 0009870,NOCO CLEARANCE ITEMS 0009870,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009870,Quantity,1,Percent Discount,75,y
1163398,NOCO CLEARANCE ITEMS 0009871,NOCO CLEARANCE ITEMS 0009871,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009871,Quantity,1,Percent Discount,75,y
1163424,NOCO CLEARANCE ITEMS 0009872,NOCO CLEARANCE ITEMS 0009872,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009872,Quantity,1,Percent Discount,75,y
1163388,NOCO CLEARANCE ITEMS 0009873,NOCO CLEARANCE ITEMS 0009873,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009873,Quantity,1,Percent Discount,75,y
1163381,NOCO CLEARANCE ITEMS 0009874,NOCO CLEARANCE ITEMS 0009874,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009874,Quantity,1,Percent Discount,75,y
1163264,NOCO CLEARANCE ITEMS 0009875,NOCO CLEARANCE ITEMS 0009875,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009875,Quantity,1,Percent Discount,75,y
1163265,NOCO CLEARANCE ITEMS 0009876,NOCO CLEARANCE ITEMS 0009876,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009876,Quantity,1,Percent Discount,75,y
1163266,NOCO CLEARANCE ITEMS 0009877,NOCO CLEARANCE ITEMS 0009877,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009877,Quantity,1,Percent Discount,75,y
1163268,NOCO CLEARANCE ITEMS 0009878,NOCO CLEARANCE ITEMS 0009878,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009878,Quantity,1,Percent Discount,75,y
1163267,NOCO CLEARANCE ITEMS 0009879,NOCO CLEARANCE ITEMS 0009879,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009879,Quantity,1,Percent Discount,75,y
1163327,NOCO CLEARANCE ITEMS 0009881,NOCO CLEARANCE ITEMS 0009881,0,n,2019-07-19,2019-08-18,y,NOCO CLEARANCE ITEMS 0009881,Quantity,1,Percent Discount,75,y
1163273,NOCO CLEARANCE ITEMS 0009882,NOCO CLEARANCE ITEMS 0009882,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009882,Quantity,1,Percent Discount,75,y
1163258,NOCO CLEARANCE ITEMS 0009883,NOCO CLEARANCE ITEMS 0009883,0,n,2019-07-16,2019-08-11,y,NOCO CLEARANCE ITEMS 0009883,Quantity,1,Percent Discount,75,y
1163261,NOCO CLEARANCE ITEMS 0009884,NOCO CLEARANCE ITEMS 0009884,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009884,Quantity,1,Percent Discount,75,y
1163260,NOCO CLEARANCE ITEMS 0009885,NOCO CLEARANCE ITEMS 0009885,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009885,Quantity,1,Percent Discount,75,y
1163432,NOCO CLEARANCE ITEMS 0009886,NOCO CLEARANCE ITEMS 0009886,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009886,Quantity,1,Percent Discount,75,y
1163370,NOCO CLEARANCE ITEMS 0009887,NOCO CLEARANCE ITEMS 0009887,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009887,Quantity,1,Percent Discount,75,y
1163373,NOCO CLEARANCE ITEMS 0009888,NOCO CLEARANCE ITEMS 0009888,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009888,Quantity,1,Percent Discount,75,y
1163324,NOCO CLEARANCE ITEMS 0009889,NOCO CLEARANCE ITEMS 0009889,0,n,2019-07-19,2019-08-18,y,NOCO CLEARANCE ITEMS 0009889,Quantity,1,Percent Discount,75,y
1163326,NOCO CLEARANCE ITEMS 0009890,NOCO CLEARANCE ITEMS 0009890,0,n,2019-07-19,2019-08-18,y,NOCO CLEARANCE ITEMS 0009890,Quantity,1,Percent Discount,75,y
1163321,NOCO CLEARANCE ITEMS 0009891,NOCO CLEARANCE ITEMS 0009891,0,n,2019-07-19,2019-08-18,y,NOCO CLEARANCE ITEMS 0009891,Quantity,1,Percent Discount,75,y
1163262,NOCO CLEARANCE ITEMS 0009892,NOCO CLEARANCE ITEMS 0009892,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009892,Quantity,1,Percent Discount,75,y
1163322,NOCO CLEARANCE ITEMS 0009893,NOCO CLEARANCE ITEMS 0009893,0,n,2019-07-19,2019-08-18,y,NOCO CLEARANCE ITEMS 0009893,Quantity,1,Percent Discount,75,y
1163358,NOCO CLEARANCE ITEMS 0009894,NOCO CLEARANCE ITEMS 0009894,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009894,Quantity,1,Percent Discount,75,y
1163271,NOCO CLEARANCE ITEMS 0009895,NOCO CLEARANCE ITEMS 0009895,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009895,Quantity,1,Percent Discount,75,y
1163272,NOCO CLEARANCE ITEMS 0009896,NOCO CLEARANCE ITEMS 0009896,0,n,2019-07-17,2019-08-11,y,NOCO CLEARANCE ITEMS 0009896,Quantity,1,Percent Discount,75,y
1163368,NOCO CLEARANCE ITEMS 0009897,NOCO CLEARANCE ITEMS 0009897,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009897,Quantity,1,Percent Discount,75,y
1163369,NOCO CLEARANCE ITEMS 0009898,NOCO CLEARANCE ITEMS 0009898,0,n,2019-07-22,2019-08-18,y,NOCO CLEARANCE ITEMS 0009898,Quantity,1,Percent Discount,75,y
1163548,RJR MP TO5 2019 17- 10,RJR MP 2019 17- 10,40,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,10,Price Discount,7,y
1163549,RJR MP TO5 2019 17- 11,RJR MP 2019 17- 11,39,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,11,Price Discount,7.7,y
1163550,RJR MP TO5 2019 17- 12,RJR MP 2019 17- 12,38,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,12,Price Discount,8.4,y
1163551,RJR MP TO5 2019 17- 13,RJR MP 2019 17- 13,37,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,13,Price Discount,9.1,y
1163552,RJR MP TO5 2019 17- 14,RJR MP 2019 17- 14,36,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,14,Price Discount,9.8,y
1163554,RJR MP TO5 2019 17- 15,RJR MP 2019 17- 15,35,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,15,Price Discount,10.5,y
1163555,RJR MP TO5 2019 17- 16,RJR MP 2019 17- 16,34,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,16,Price Discount,11.2,y
1163557,RJR MP TO5 2019 17- 17,RJR MP 2019 17- 17,33,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,17,Price Discount,11.9,y
1163558,RJR MP TO5 2019 17- 18,RJR MP 2019 17- 18,32,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,18,Price Discount,12.6,y
1163559,RJR MP TO5 2019 17- 19,RJR MP 2019 17- 19,31,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,19,Price Discount,13.3,y
1163540,RJR MP TO5 2019 17- 2,RJR MP 2019 17- 2,48,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,2,Price Discount,1.4,y
1163560,RJR MP TO5 2019 17- 20,RJR MP 2019 17- 20,30,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,20,Price Discount,14,y
1163561,RJR MP TO5 2019 17- 21,RJR MP 2019 17- 21,29,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,21,Price Discount,14.7,y
1163562,RJR MP TO5 2019 17- 22,RJR MP 2019 17- 22,28,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,22,Price Discount,15.4,y
1163563,RJR MP TO5 2019 17- 23,RJR MP 2019 17- 23,27,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,23,Price Discount,16.1,y
1163564,RJR MP TO5 2019 17- 24,RJR MP 2019 17- 24,26,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,24,Price Discount,16.8,y
1163565,RJR MP TO5 2019 17- 25,RJR MP 2019 17- 25,25,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,25,Price Discount,17.5,y
1163566,RJR MP TO5 2019 17- 26,RJR MP 2019 17- 26,24,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,26,Price Discount,18.2,y
1163567,RJR MP TO5 2019 17- 27,RJR MP 2019 17- 27,23,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,27,Price Discount,18.9,y
1163568,RJR MP TO5 2019 17- 28,RJR MP 2019 17- 28,22,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,28,Price Discount,19.6,y
1163569,RJR MP TO5 2019 17- 29,RJR MP 2019 17- 29,21,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,29,Price Discount,20.3,y
1163541,RJR MP TO5 2019 17- 3,RJR MP 2019 17- 3,47,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,3,Price Discount,2.1,y
1163570,RJR MP TO5 2019 17- 30,RJR MP 2019 17- 30,20,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,30,Price Discount,21,y
1163571,RJR MP TO5 2019 17- 31,RJR MP 2019 17- 31,19,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,31,Price Discount,21.7,y
1163572,RJR MP TO5 2019 17- 32,RJR MP 2019 17- 32,18,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,32,Price Discount,22.4,y
1163573,RJR MP TO5 2019 17- 33,RJR MP 2019 17- 33,17,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,33,Price Discount,23.1,y
1163574,RJR MP TO5 2019 17- 34,RJR MP 2019 17- 34,16,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,34,Price Discount,23.8,y
1163575,RJR MP TO5 2019 17- 35,RJR MP 2019 17- 35,15,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,35,Price Discount,24.5,y
1163576,RJR MP TO5 2019 17- 36,RJR MP 2019 17- 36,14,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,36,Price Discount,25.2,y
1163577,RJR MP TO5 2019 17- 37,RJR MP 2019 17- 37,37,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,37,Price Discount,25.9,y
1163578,RJR MP TO5 2019 17- 37 (2),RJR MP 2019 17- 37,13,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,37,Price Discount,25.9,y
1163579,RJR MP TO5 2019 17- 38,RJR MP 2019 17- 38,12,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,38,Price Discount,26.6,y
1163580,RJR MP TO5 2019 17- 39,RJR MP 2019 17- 39,11,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,39,Price Discount,27.3,y
1163542,RJR MP TO5 2019 17- 4,RJR MP 2019 17- 4,46,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,4,Price Discount,2.8,y
1163581,RJR MP TO5 2019 17- 40,RJR MP 2019 17- 40,10,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,40,Price Discount,28,y
1163582,RJR MP TO5 2019 17- 41,RJR MP 2019 17- 41,9,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,41,Price Discount,28.7,y
1163583,RJR MP TO5 2019 17- 42,RJR MP 2019 17- 42,8,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,42,Price Discount,29.4,y
1163584,RJR MP TO5 2019 17- 43,RJR MP 2019 17- 43,7,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,43,Price Discount,30.1,y
1163585,RJR MP TO5 2019 17- 44,RJR MP 2019 17- 44,6,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,44,Price Discount,30.8,y
1163586,RJR MP TO5 2019 17- 45,RJR MP 2019 17- 45,5,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,45,Price Discount,31.5,y
1163587,RJR MP TO5 2019 17- 46,RJR MP 2019 17- 46,4,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,46,Price Discount,32.2,y
1163588,RJR MP TO5 2019 17- 47,RJR MP 2019 17- 47,3,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,47,Price Discount,32.9,y
1163589,RJR MP TO5 2019 17- 48,RJR MP 2019 17- 48,2,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,48,Price Discount,33.6,y
1163590,RJR MP TO5 2019 17- 49,RJR MP 2019 17- 49,1,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,49,Price Discount,34.3,y
1163543,RJR MP TO5 2019 17- 5,RJR MP 2019 17- 5,45,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,5,Price Discount,3.5,y
1163591,RJR MP TO5 2019 17- 50,RJR MP 2019 17- 50,0,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,50,Price Discount,35,y
1163544,RJR MP TO5 2019 17- 6,RJR MP 2019 17- 6,44,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,6,Price Discount,4.2,y
1163545,RJR MP TO5 2019 17- 7,RJR MP 2019 17- 7,43,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,7,Price Discount,4.9,y
1163546,RJR MP TO5 2019 17- 8,RJR MP 2019 17- 8,42,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,8,Price Discount,5.6,y
1163547,RJR MP TO5 2019 17- 9,RJR MP 2019 17- 9,41,n,2019-07-29,2019-09-22,y,RAI NM & MN FGI 2PK,Quantity,9,Price Discount,6.3,y
1163535,RJR MP TO5 CT 2019 10-1,RJR MP CT 2019 10-1,40,n,2019-07-29,2019-09-22,y,RAI NM & MN CT,Quantity,1,Price Discount,7,y
1163536,RJR MP TO5 CT 2019 10-2,RJR MP CT 2019 10-2,30,n,2019-07-29,2019-09-22,y,RAI NM & MN CT,Quantity,2,Price Discount,14,y
1163537,RJR MP TO5 CT 2019 10-3,RJR MP CT 2019 10-3,20,n,2019-07-29,2019-09-22,y,RAI NM & MN CT,Quantity,3,Price Discount,21,y
1163538,RJR MP TO5 CT 2019 10-4,RJR MP CT 2019 10-4,10,n,2019-07-29,2019-09-22,y,RAI NM & MN CT,Quantity,4,Price Discount,28,y
1163539,RJR MP TO5 CT 2019 10-5,RJR MP CT 2019 10-5,0,n,2019-07-29,2019-09-22,y,RAI NM & MN CT,Quantity,5,Price Discount,35,y
1164273,RJR MP TO5 FGI CT 10- 2,RJR MP FGI CT 10- 2,90,n,2019-09-23,,y,RAI NM & MN CT,Quantity,1,Price Discount,2,y
1164274,RJR MP TO5 FGI CT 10- 3,RJR MP FGI CT 10- 3,80,n,2019-09-23,,y,RAI NM & MN CT,Quantity,2,Price Discount,4,y
1164275,RJR MP TO5 FGI CT 10- 4,RJR MP FGI CT 10- 4,70,n,2019-09-23,,y,RAI NM & MN CT,Quantity,3,Price Discount,6,y
1164276,RJR MP TO5 FGI CT 10- 5,RJR MP FGI CT 10- 5,60,n,2019-09-23,,y,RAI NM & MN CT,Quantity,4,Price Discount,8,y
1164277,RJR MP TO5 FGI CT 10- 6,RJR MP FGI CT 10- 6,50,n,2019-09-23,,y,RAI NM & MN CT,Quantity,5,Price Discount,10,y
1163765,RJR MP TO5 FGI PK 15- 10,RJR MP FGI PK 15- 10,90,n,2019-09-23,,y,RAI FGI 2PK,Quantity,10,Price Discount,6,y
1163766,RJR MP TO5 FGI PK 15- 11,RJR MP FGI PK 15- 11,89,n,2019-09-23,,y,RAI FGI 2PK,Quantity,11,Price Discount,6.35,y
1163767,RJR MP TO5 FGI PK 15- 12,RJR MP FGI PK 15- 12,88,n,2019-09-23,,y,RAI FGI 2PK,Quantity,12,Price Discount,7.2,y
1163768,RJR MP TO5 FGI PK 15- 13,RJR MP FGI PK 15- 13,87,n,2019-09-23,,y,RAI FGI 2PK,Quantity,13,Price Discount,7.55,y
1163769,RJR MP TO5 FGI PK 15- 14,RJR MP FGI PK 15- 14,86,n,2019-09-23,,y,RAI FGI 2PK,Quantity,14,Price Discount,8.4,y
1163770,RJR MP TO5 FGI PK 15- 15,RJR MP FGI PK 15- 15,85,n,2019-09-23,,y,RAI FGI 2PK,Quantity,15,Price Discount,8.75,y
1163771,RJR MP TO5 FGI PK 15- 16,RJR MP FGI PK 15- 16,84,n,2019-09-23,,y,RAI FGI 2PK,Quantity,16,Price Discount,9.6,y
1163775,RJR MP TO5 FGI PK 15- 17,RJR MP FGI PK 15- 17,83,n,2019-09-23,,y,RAI FGI 2PK,Quantity,17,Price Discount,9.95,y
1163776,RJR MP TO5 FGI PK 15- 18,RJR MP FGI PK 15- 18,82,n,2019-09-23,,y,RAI FGI 2PK,Quantity,18,Price Discount,10.8,y
1163778,RJR MP TO5 FGI PK 15- 19,RJR MP FGI PK 15- 19,81,n,2019-09-23,,y,RAI FGI 2PK,Quantity,19,Price Discount,11.15,y
1163757,RJR MP TO5 FGI PK 15- 2,RJR MP FGI PK 15- 2,98,n,2019-09-23,,y,RAI FGI 2PK,Quantity,2,Price Discount,1.2,y
1163780,RJR MP TO5 FGI PK 15- 20,RJR MP FGI PK 15- 20,80,n,2019-09-23,,y,RAI FGI 2PK,Quantity,20,Price Discount,12,y
1163783,RJR MP TO5 FGI PK 15- 21,RJR MP FGI PK 15- 21,79,n,2019-09-23,,y,RAI FGI 2PK,Quantity,21,Price Discount,12.35,y
1163786,RJR MP TO5 FGI PK 15- 22,RJR MP FGI PK 15- 22,78,n,2019-09-23,,y,RAI FGI 2PK,Quantity,22,Price Discount,13.2,y
1163787,RJR MP TO5 FGI PK 15- 23,RJR MP FGI PK 15- 23,77,n,2019-09-23,,y,RAI FGI 2PK,Quantity,23,Price Discount,13.55,y
1163789,RJR MP TO5 FGI PK 15- 24,RJR MP FGI PK 15- 24,76,n,2019-09-23,,y,RAI FGI 2PK,Quantity,24,Price Discount,14.4,y
1163792,RJR MP TO5 FGI PK 15- 25,RJR MP FGI PK 15- 25,75,n,2019-09-23,,y,RAI FGI 2PK,Quantity,25,Price Discount,14.75,y
1163793,RJR MP TO5 FGI PK 15- 26,RJR MP FGI PK 15- 26,74,n,2019-09-23,,y,RAI FGI 2PK,Quantity,26,Price Discount,15.6,y
1163796,RJR MP TO5 FGI PK 15- 27,RJR MP FGI PK 15- 27,73,n,2019-09-23,,y,RAI FGI 2PK,Quantity,27,Price Discount,15.95,y
1163798,RJR MP TO5 FGI PK 15- 28,RJR MP FGI PK 15- 28,72,n,2019-09-23,,y,RAI FGI 2PK,Quantity,28,Price Discount,16.8,y
1163802,RJR MP TO5 FGI PK 15- 29,RJR MP FGI PK 15- 29,71,n,2019-09-23,,y,RAI FGI 2PK,Quantity,29,Price Discount,17.15,y
1163758,RJR MP TO5 FGI PK 15- 3,RJR MP FGI PK 15- 3,97,n,2019-09-23,,y,RAI FGI 2PK,Quantity,3,Price Discount,1.55,y
1163804,RJR MP TO5 FGI PK 15- 30,RJR MP FGI PK 15- 30,70,n,2019-09-23,,y,RAI FGI 2PK,Quantity,30,Price Discount,18,y
1163806,RJR MP TO5 FGI PK 15- 31,RJR MP FGI PK 15- 31,69,n,2019-09-23,,y,RAI FGI 2PK,Quantity,31,Price Discount,18.35,y
1163807,RJR MP TO5 FGI PK 15- 32,RJR MP FGI PK 15- 32,68,n,2019-09-23,,y,RAI FGI 2PK,Quantity,32,Price Discount,19.2,y
1163808,RJR MP TO5 FGI PK 15- 33,RJR MP FGI PK 15- 33,67,n,2019-09-23,,y,RAI FGI 2PK,Quantity,33,Price Discount,19.55,y
1163809,RJR MP TO5 FGI PK 15- 34,RJR MP FGI PK 15- 34,66,n,2019-09-23,,y,RAI FGI 2PK,Quantity,34,Price Discount,20.4,y
1163810,RJR MP TO5 FGI PK 15- 35,RJR MP FGI PK 15- 35,65,n,2019-09-23,,y,RAI FGI 2PK,Quantity,35,Price Discount,20.75,y
1163811,RJR MP TO5 FGI PK 15- 36,RJR MP FGI PK 15- 36,64,n,2019-09-23,,y,RAI FGI 2PK,Quantity,36,Price Discount,21.6,y
1163812,RJR MP TO5 FGI PK 15- 37,RJR MP FGI PK 15- 37,63,n,2019-09-23,,y,RAI FGI 2PK,Quantity,37,Price Discount,21.95,y
1163813,RJR MP TO5 FGI PK 15- 38,RJR MP FGI PK 15- 38,62,n,2019-09-23,,y,RAI FGI 2PK,Quantity,38,Price Discount,22.8,y
1163814,RJR MP TO5 FGI PK 15- 39,RJR MP FGI PK 15- 39,61,n,2019-09-23,,y,RAI FGI 2PK,Quantity,39,Price Discount,23.15,y
1163759,RJR MP TO5 FGI PK 15- 4,RJR MP FGI PK 15- 4,96,n,2019-09-23,,y,RAI FGI 2PK,Quantity,4,Price Discount,2.4,y
1163815,RJR MP TO5 FGI PK 15- 40,RJR MP FGI PK 15- 40,60,n,2019-09-23,,y,RAI FGI 2PK,Quantity,40,Price Discount,24,y
1163816,RJR MP TO5 FGI PK 15- 41,RJR MP FGI PK 15- 41,59,n,2019-09-23,,y,RAI FGI 2PK,Quantity,41,Price Discount,24.35,y
1163817,RJR MP TO5 FGI PK 15- 42,RJR MP FGI PK 15- 42,58,n,2019-09-23,,y,RAI FGI 2PK,Quantity,42,Price Discount,25.2,y
1163818,RJR MP TO5 FGI PK 15- 43,RJR MP FGI PK 15- 43,57,n,2019-09-23,,y,RAI FGI 2PK,Quantity,43,Price Discount,25.55,y
1163819,RJR MP TO5 FGI PK 15- 44,RJR MP FGI PK 15- 44,56,n,2019-09-23,,y,RAI FGI 2PK,Quantity,44,Price Discount,26.4,y
1163820,RJR MP TO5 FGI PK 15- 45,RJR MP FGI PK 15- 45,55,n,2019-09-23,,y,RAI FGI 2PK,Quantity,45,Price Discount,26.75,y
1163821,RJR MP TO5 FGI PK 15- 46,RJR MP FGI PK 15- 46,54,n,2019-09-23,,y,RAI FGI 2PK,Quantity,46,Price Discount,27.6,y
1163822,RJR MP TO5 FGI PK 15- 47,RJR MP FGI PK 15- 47,53,n,2019-09-23,,y,RAI FGI 2PK,Quantity,47,Price Discount,27.95,y
1163823,RJR MP TO5 FGI PK 15- 48,RJR MP FGI PK 15- 48,52,n,2019-09-23,,y,RAI FGI 2PK,Quantity,48,Price Discount,28.8,y
1163824,RJR MP TO5 FGI PK 15- 49,RJR MP FGI PK 15- 49,51,n,2019-09-23,,y,RAI FGI 2PK,Quantity,49,Price Discount,29.15,y
1163760,RJR MP TO5 FGI PK 15- 5,RJR MP FGI PK 15- 5,95,n,2019-09-23,,y,RAI FGI 2PK,Quantity,5,Price Discount,2.75,y
1163825,RJR MP TO5 FGI PK 15- 50,RJR MP FGI PK 15- 50,50,n,2019-09-23,,y,RAI FGI 2PK,Quantity,50,Price Discount,30,y
1163761,RJR MP TO5 FGI PK 15- 6,RJR MP FGI PK 15- 6,94,n,2019-09-23,,y,RAI FGI 2PK,Quantity,6,Price Discount,3.6,y
1163762,RJR MP TO5 FGI PK 15- 7,RJR MP FGI PK 15- 7,93,n,2019-09-23,,y,RAI FGI 2PK,Quantity,7,Price Discount,3.95,y
1163763,RJR MP TO5 FGI PK 15- 8,RJR MP FGI PK 15- 8,92,n,2019-09-23,,y,RAI FGI 2PK,Quantity,8,Price Discount,4.8,y
1163764,RJR MP TO5 FGI PK 15- 9,RJR MP FGI PK 15- 9,91,n,2019-09-23,,y,RAI FGI 2PK,Quantity,9,Price Discount,5.15,y
1163714,RJR MP TO5 PK 2019 17- 10,RJR MP PK 2019 17- 10,40,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,10,Price Discount,11,y
1163715,RJR MP TO5 PK 2019 17- 11,RJR MP PK 2019 17- 11,39,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,11,Price Discount,11.85,y
1163716,RJR MP TO5 PK 2019 17- 12,RJR MP PK 2019 17- 12,38,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,12,Price Discount,13.2,y
1163717,RJR MP TO5 PK 2019 17- 13,RJR MP PK 2019 17- 13,37,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,13,Price Discount,14.05,y
1163718,RJR MP TO5 PK 2019 17- 14,RJR MP PK 2019 17- 14,36,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,14,Price Discount,15.4,y
1163719,RJR MP TO5 PK 2019 17- 15,RJR MP PK 2019 17- 15,35,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,15,Price Discount,16.25,y
1163720,RJR MP TO5 PK 2019 17- 16,RJR MP PK 2019 17- 16,34,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,16,Price Discount,17.6,y
1163721,RJR MP TO5 PK 2019 17- 17,RJR MP PK 2019 17- 17,33,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,17,Price Discount,18.45,y
1163722,RJR MP TO5 PK 2019 17- 18,RJR MP PK 2019 17- 18,32,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,18,Price Discount,19.8,y
1163723,RJR MP TO5 PK 2019 17- 19,RJR MP PK 2019 17- 19,31,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,19,Price Discount,20.65,y
1163705,RJR MP TO5 PK 2019 17- 2,RJR MP PK 2019 17- 2,48,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,2,Price Discount,2.2,y
1163724,RJR MP TO5 PK 2019 17- 20,RJR MP PK 2019 17- 20,30,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,20,Price Discount,22,y
