X Ref,Name,Receipt Text,Ranking,Loyality Required,Start Date,End Date,Active,Qualifiers,,,,,
,,,,,,,,Retail Item Group,Minimum Identifier,Minimum Value,Discount Type,Discount Value,Reduces Tax
1163731,FS2- BLIMPIE COOKIE 3F$1.99,BLIMPIE COOKIE 3F$1.99,5,n,2019-08-08,,y,fd srv- BLIMPIE COOKIE,Quantity,3,Set Retail,1.99,y
1163734,FS2- BLIMPIE COOKIE 6F$3.99,BLIMPIE COOKIE 6F$3.99,0,n,2019-08-08,,y,fd srv- BLIMPIE COOKIE,Quantity,6,Set Retail,3.99,y
1164031,FS2- DD BOGO COFFEE 14,DD BOGO COFFEE 14,3,n,2019-09-29,2019-09-29,y,fd srv- DD CO-OP 14~10z COFFEE,Quantity,1,Set Retail,0,y
1164030,FS2- DD BOGO COFFEE 20,DD BOGO COFFEE 20,2,n,2019-09-29,2019-09-29,y,fd srv- DD CO-OP 20~14~10z COFFEE,Quantity,1,Set Retail,0,y
1164028,FS2- DD BOGO COFFEE 24,DD BOGO COFFEE 24,1,n,2019-09-29,2019-09-29,y,fd srv- DD CO-OP COFFEE ALL SIZES,Quantity,1,Set Retail,0,y
1163534,FS2- F_FREAL 2F$6,F_FREAL 2F$6,205,n,2019-07-25,,y,fd srv- FREAL SHAKES,Quantity,2,Set Retail,6,y
1163666,FS2- FREE SW KTN 16Z COFFEE,FREE SW KTN 16Z COFFEE,10,n,2019-08-02,2019-10-01,y,fd srv- SW COFFEE 16Z,Quantity,1,Set Retail,0,y
1164105,FS2- FROYO $0.99,FROYO $0.99,50,n,2019-09-03,2020-01-01,y,fd srv- FROYO ALL SIZES,Quantity,1,Set Retail,0.99,y
1163323,FS2- HOT STUFF MD PIZZA $5.99,HOT STUFF MED PIZZA $5.99,10,n,2019-07-19,2019-10-01,y,fd srv- HOT STUFF MED PIZZA,Quantity,1,Set Retail,5.99,y
1164234,FS2- ISMP BOGO $1 DEW 2.99,ISMP BOGO $1 DEW 2.99,16,n,2019-09-03,2019-09-30,y,fd srv- MTC/ISMP PIZZA SLICE,Quantity,1,Set Retail,0,y
1164234,FS2- ISMP BOGO $1 DEW 2.99,,,,,,,CV6- MTN DEW ALL 20z,Quantity,1,Set Retail,1,y
1164230,FS2- ISMP SLICE BOGO 2.99,ISMP SLICE BOGO 2.99,20,n,2019-09-03,2019-09-30,y,fd srv- MTC/ISMP PIZZA SLICE,Quantity,1,Set Retail,0,y
1164236,FS2- MTC BOGO $1 DEW 2.49,MTC BOGO $1 DEW 2.49,18,n,2019-09-03,2019-09-30,y,fd srv- MTC/ISMP PIZZA SLICE,Quantity,1,Set Retail,0,y
1164236,FS2- MTC BOGO $1 DEW 2.49,,,,,,,CV6- MTN DEW ALL 20z,Quantity,1,Set Retail,1,y
1164232,FS2- MTC PIZZA BOGO 2.49,MTC PIZZA SLICE BOGO 2.49,22,n,2019-09-03,2019-09-30,y,fd srv- MTC/ISMP PIZZA SLICE,Quantity,1,Set Retail,0,y
1164210,FS2- SA SMOM COOKIES 3F$2.19,SA SMOM COOKIES 3F$2.19,250,n,2019-09-03,,y,fd srv- SMOM COOKIE,Quantity,3,Set Retail,2.19,y
1164208,FS2- SA SMOM DONUT 2F$1.75,SA SMOM DONUT 2F$1.75,250,n,2019-09-03,,y,fd srv- SMOM DONUT,Quantity,2,Set Retail,1.75,y
1164209,FS2- SA SMOM ROLLS 2F$2.25,SA SMOM ROLLS 2F$2.25,250,n,2019-09-03,,y,fd srv- SMOM ROLLS,Quantity,2,Set Retail,2.25,y
1164297,FS2- SK BOGO ML PIZZA,SK BOGO ML PIZZA,33,n,2019-09-03,2019-09-30,y,fd srv- PERSONAL PIZZA LOW TIER,Quantity,1,Set Retail,0,y
1164087,FS2- SK BOGO ML PIZZA $1 DEW,SK BOGO ML PIZZA $1 DEW,39,n,2019-09-03,2019-09-30,y,fd srv- PERSONAL PIZZA LOW TIER,Quantity,1,Set Retail,0,y
1164087,FS2- SK BOGO ML PIZZA $1 DEW,,,,,,,CV6- MTN DEW ALL 20z,Quantity,1,Set Retail,1,y
1164295,FS2- SK BOGO TL PIZZA,SK BOGO TL PIZZA,31,n,2019-09-03,2019-09-30,y,fd srv- PERSONAL PIZZA LOW TIER,Quantity,1,Set Retail,0,y
1164075,FS2- SK BOGO TL PIZZA $1 DEW,SK BOGO TL PIZZA $1 DEW,37,n,2019-09-03,2019-09-30,y,fd srv- PERSONAL PIZZA LOW TIER,Quantity,1,Set Retail,0,y
1164075,FS2- SK BOGO TL PIZZA $1 DEW,,,,,,,CV6- MTN DEW ALL 20z,Quantity,1,Set Retail,1,y
1164294,FS2- SK BOGO TM PIZZA,SK BOGO TM PIZZA,30,n,2019-09-03,2019-09-30,y,fd srv- PERSONAL PIZZA MID TIER,Quantity,1,Set Retail,0,y
1164066,FS2- SK BOGO TM PIZZA $1 DEW,SK BOGO TM PIZZA $1 DEW,36,n,2019-09-03,2019-09-30,y,fd srv- PERSONAL PIZZA MID TIER,Quantity,1,Set Retail,0,y
1164066,FS2- SK BOGO TM PIZZA $1 DEW,,,,,,,CV6- MTN DEW ALL 20z,Quantity,1,Set Retail,1,y
1163898,FS2MFN- $7.99 PIZZA SPECIAL,$7.99 PIZZA SPECIAL,2,n,2019-08-23,2019-08-23,y,fdmfn- $7.99 PIZZA TEST,Quantity,1,Set Retail,7.99,y
1164220,GC6 1MONSTER+1METRX 0919,1MONSTER+1METRX ,20,n,2019-09-03,2019-09-30,y,consum-METRX BAR 0919,Quantity,1,Price Discount,1,y
1163830,GC6 2275 STORE MULCH 10F10,SELECT MULCH 10F10,10,n,2019-08-09,2019-09-02,y,nonconsum - MULCH 1CF,Quantity,10,Set Retail,10,y
1164221,GC6 2MONSTER+1METRX 0919,2MONSTER+1METRX ,19,n,2019-09-03,2019-09-30,y,CV6 MONSTER 16z,Quantity,2,Set Retail,4.25,y
1164221,GC6 2MONSTER+1METRX 0919,,,,,,,consum-METRX BAR 0919,Quantity,1,Price Discount,1,y
1164222,GC6 2MONSTER+2METRX 0919,2MONSTER+2METRX ,18,n,2019-09-03,2019-09-30,y,CV6 MONSTER 16z,Quantity,2,Set Retail,4.25,y
1164222,GC6 2MONSTER+2METRX 0919,,,,,,,consum-METRX BAR 0919,Quantity,2,Price Discount,2,y
1164228,GC6 2MONSTER+2METRX+BOGO 0919,2MONSTER+3METRX+BOGO 0919,3,n,2019-09-03,2019-09-30,y,CV6 MONSTER 16z,Quantity,2,Set Retail,4.25,y
1164228,GC6 2MONSTER+2METRX+BOGO 0919,,,,,,,consum-METRX BAR 0919,Quantity,2,Price Discount,2,y
1164228,GC6 2MONSTER+2METRX+BOGO 0919,,,,,,,consum- METRX PB PRETZEL,Quantity,1,Set Retail,0,y
1164242,GC6- 2PBAR & COFF~ 2.50 2S2C,2 PBAR & BF COMBO 27A,69,n,2019-09-03,2019-09-30,y,fdmfn- 2F$2.50,Quantity,2,Set Retail,2.5,y
1164242,GC6- 2PBAR & COFF~ 2.50 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164242,GC6- 2PBAR & COFF~ 2.50 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164242,GC6- 2PBAR & COFF~ 2.50 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,2,Price Discount,1,y
1164241,GC6- 2PBAR & COFF~ 3.50 2S2C,2 PBAR & BF COMBO 26A,68,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$3.50,Quantity,2,Set Retail,3.5,y
1164241,GC6- 2PBAR & COFF~ 3.50 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164241,GC6- 2PBAR & COFF~ 3.50 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164241,GC6- 2PBAR & COFF~ 3.50 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,2,Price Discount,1,y
1164240,GC6- 2PBAR & COFF~ 4.00 2S2C,2 PBAR & BF COMBO 25A,67,n,2019-09-03,2019-09-30,y,fd srv- MFN BRKFST WRAPS,Quantity,2,Set Retail,4,y
1164240,GC6- 2PBAR & COFF~ 4.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164240,GC6- 2PBAR & COFF~ 4.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164240,GC6- 2PBAR & COFF~ 4.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,2,Price Discount,1,y
1164239,GC6- 2PBAR & COFF~ 5.00 2S2C,2 PBAR & BF COMBO 23A,66,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$5,Quantity,2,Set Retail,5,y
1164239,GC6- 2PBAR & COFF~ 5.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164239,GC6- 2PBAR & COFF~ 5.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164239,GC6- 2PBAR & COFF~ 5.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,2,Price Discount,1,y
1164238,GC6- 2PBAR & COFF~ 6.00 2S2C,2 PBAR & BF COMBO 22A,65,n,2019-09-03,2019-09-30,y,fdmfn- Breakfast 2F$6.00,Quantity,2,Set Retail,6,y
1164238,GC6- 2PBAR & COFF~ 6.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164238,GC6- 2PBAR & COFF~ 6.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164238,GC6- 2PBAR & COFF~ 6.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,2,Price Discount,1,y
1164215,GC6- 2PBAR & COFF~ 6.50 2S2C,2 PBAR & BF COMBO 21A,64,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$6.50,Quantity,2,Set Retail,6.5,y
1164215,GC6- 2PBAR & COFF~ 6.50 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164215,GC6- 2PBAR & COFF~ 6.50 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164215,GC6- 2PBAR & COFF~ 6.50 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,2,Price Discount,1,y
1164214,GC6- 2PBAR & COFF~ 7.00 2S2C,2 PBAR & BF COMBO 24A,63,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$7.00,Quantity,2,Set Retail,7,y
1164214,GC6- 2PBAR & COFF~ 7.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164214,GC6- 2PBAR & COFF~ 7.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164214,GC6- 2PBAR & COFF~ 7.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,2,Price Discount,1,y
1164219,GC6 3G2G +1CHEETO$1 0919,3G2G +1CHEETO$1 ,9,n,2019-09-03,2019-09-30,y,CV6 Good2Grow All,Quantity,3,Set Retail,9,y
1164219,GC6 3G2G +1CHEETO$1 0919,,,,,,,consum-FL XXVL CHEETOS,Quantity,1,Set Retail,1,y
1164218,GC6 3G2G +2CHEETO$1 0919, 3G2G +2CHEETO$1 ,8,n,2019-09-03,2019-09-30,y,CV6 Good2Grow All,Quantity,3,Set Retail,9,y
1164218,GC6 3G2G +2CHEETO$1 0919,,,,,,,consum-FL XXVL CHEETOS,Quantity,2,Set Retail,2,y
1164217,GC6 3G2G +3CHEETO$1 0919, 3G2G +3CHEETO$1 ,7,n,2019-09-03,2019-09-30,y,CV6 Good2Grow All,Quantity,3,Set Retail,9,y
1164217,GC6 3G2G +3CHEETO$1 0919,,,,,,,consum-FL XXVL CHEETOS,Quantity,3,Set Retail,3,y
1164223,GC6 3MONSTER+1METRX 0919,3MONSTER+1METRX 0919,17,n,2019-09-03,2019-09-30,y,CV6 MONSTER 16z,Quantity,3,Set Retail,5.75,y
1164223,GC6 3MONSTER+1METRX 0919,,,,,,,consum-METRX BAR 0919,Quantity,1,Price Discount,1,y
1164224,GC6 3MONSTER+2METRX 0919,3MONSTER+2METRX 0919,16,n,2019-09-03,2019-09-30,y,CV6 MONSTER 16z,Quantity,3,Set Retail,5.75,y
1164224,GC6 3MONSTER+2METRX 0919,,,,,,,consum-METRX BAR 0919,Quantity,2,Price Discount,2,y
1164229,GC6 3MONSTER+2METRX+BOGO 0919,3MONSTER+2METRX+BOGO 0919,2,n,2019-09-03,2019-09-30,y,CV6 MONSTER 16z,Quantity,3,Set Retail,5.75,y
1164229,GC6 3MONSTER+2METRX+BOGO 0919,,,,,,,consum-METRX BAR 0919,Quantity,2,Price Discount,2,y
1164229,GC6 3MONSTER+2METRX+BOGO 0919,,,,,,,consum- METRX PB PRETZEL,Quantity,1,Set Retail,0,y
1164225,GC6 3MONSTER+3METRX 0919,3MONSTER+3METRX 0919,15,n,2019-09-03,2019-09-30,y,CV6 MONSTER 16z,Quantity,3,Set Retail,5.75,y
1164225,GC6 3MONSTER+3METRX 0919,,,,,,,consum-METRX BAR 0919,Quantity,3,Price Discount,3,y
1163239,GC6 5 HOUR EXTRA 2F6.50 0819,5-HOUR EXTRA STRENGTH 2F6.50,10,n,2019-08-01,2019-09-30,y,consum-5 HOUR EXTRA STRENGTH,Quantity,2,Set Retail,6.5,y
1163256,GC6 5HOUR TEA/REG 2F6 0819,5HOUR TEA/REG 2F6,10,n,2019-08-01,2019-09-02,y,consum- 5HOUR ENERGY + TEA 3.29,Quantity,2,Set Retail,6,y
1163318,GC6 BIC EDLP 1.69 + 1.49,GC6 BIC EDLP 1.69 + 1.49,93,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163316,GC6 BIC EDLP 1.89 + 1.49,BIC BOGO $1,91,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163315,GC6 BIC EDLP 1.89 + 1.69,BIC BOGO $1,90,n,2019-08-01,,y,nonconsum-BIC EDLP 1.69,Quantity,1,Set Retail,1,y
1163313,GC6 BIC EDLP 1.99 + 1.49 ,BIC BOGO $1,88,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163312,GC6 BIC EDLP 1.99 + 1.69,BIC BOGO $1,87,n,2019-08-01,,y,nonconsum-BIC EDLP 1.69,Quantity,1,Set Retail,1,y
1163311,GC6 BIC EDLP 1.99 + 1.89,BIC BOGO $1,86,n,2019-08-01,,y,nonconsum-BIC EDLP 1.89,Quantity,1,Set Retail,1,y
1163309,GC6 BIC EDLP 2.19 + 1.49,BIC BOGO $1,84,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163308,GC6 BIC EDLP 2.19 + 1.69,BIC BOGO $1,83,n,2019-08-01,,y,nonconsum-BIC EDLP 1.69,Quantity,1,Set Retail,1,y
1163307,GC6 BIC EDLP 2.19 + 1.89,BIC BOGO $1,82,n,2019-08-01,,y,nonconsum-BIC EDLP 1.89,Quantity,1,Set Retail,1,y
1163306,GC6 BIC EDLP 2.19 + 1.99,BIC BOGO $1,81,n,2019-08-01,,y,nonconsum-BIC EDLP 1.99,Quantity,1,Set Retail,1,y
1163304,GC6 BIC EDLP 2.29 + 1.49,BIC BOGO $1,79,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163303,GC6 BIC EDLP 2.29 + 1.69,BIC BOGO $1,78,n,2019-08-01,,y,nonconsum-BIC EDLP 1.69,Quantity,1,Set Retail,1,y
1163302,GC6 BIC EDLP 2.29 + 1.89,BIC BOGO $1,77,n,2019-08-01,,y,nonconsum-BIC EDLP 1.89,Quantity,1,Set Retail,1,y
1163301,GC6 BIC EDLP 2.29 + 1.99,BIC BOGO $1,76,n,2019-08-01,,y,nonconsum-BIC EDLP 1.99,Quantity,1,Set Retail,1,y
1163300,GC6 BIC EDLP 2.29 + 2.19,BIC BOGO $1,75,n,2019-08-01,,y,nonconsum-BIC EDLP 2.19,Quantity,1,Set Retail,1,y
1163298,GC6 BIC EDLP 2.49 + 1.49,BIC BOGO $1,73,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163297,GC6 BIC EDLP 2.49 + 1.69,BIC BOGO $1,72,n,2019-08-01,,y,nonconsum-BIC EDLP 1.69,Quantity,1,Set Retail,1,y
1163296,GC6 BIC EDLP 2.49 + 1.89,BIC BOGO $1,71,n,2019-08-01,,y,nonconsum-BIC EDLP 1.89,Quantity,1,Set Retail,1,y
1163295,GC6 BIC EDLP 2.49 + 1.99,BIC BOGO $1,70,n,2019-08-01,,y,nonconsum-BIC EDLP 1.99,Quantity,1,Set Retail,1,y
1163294,GC6 BIC EDLP 2.49 + 2.19,BIC BOGO $1,69,n,2019-08-01,,y,nonconsum-BIC EDLP 2.19,Quantity,1,Set Retail,1,y
1163293,GC6 BIC EDLP 2.49 + 2.29,BIC BOGO $1,68,n,2019-08-01,,y,nonconsum-BIC EDLP 2.29,Quantity,1,Set Retail,1,y
1163291,GC6 BIC EDLP 2.79 + 1.49,BIC BOGO $1,66,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163290,GC6 BIC EDLP 2.79 + 1.69,BIC BOGO $1,65,n,2019-08-01,,y,nonconsum-BIC EDLP 1.69,Quantity,1,Set Retail,1,y
1163289,GC6 BIC EDLP 2.79 + 1.89,BIC BOGO $1,64,n,2019-08-01,,y,nonconsum-BIC EDLP 1.89,Quantity,1,Set Retail,1,y
1163288,GC6 BIC EDLP 2.79 + 1.99,BIC BOGO $1,63,n,2019-08-01,,y,nonconsum-BIC EDLP 1.99,Quantity,1,Set Retail,1,y
1163287,GC6 BIC EDLP 2.79 + 2.19,BIC BOGO $1,62,n,2019-08-01,,y,nonconsum-BIC EDLP 2.19,Quantity,1,Set Retail,1,y
1163285,GC6 BIC EDLP 2.79 + 2.49,BIC BOGO $1,60,n,2019-08-01,,y,nonconsum-BIC EDLP 2.49,Quantity,1,Set Retail,1,y
1163286,GC6 BIC EDLP 2.79+ 2.29,BIC BOGO $1,61,n,2019-08-01,,y,nonconsum-BIC EDLP 2.29,Quantity,1,Set Retail,1,y
1163283,GC6 BIC EDLP 2.99 + 1.49,BIC BOGO $1,58,n,2019-08-01,,y,nonconsum-BIC EDLP 1.49,Quantity,1,Set Retail,1,y
1163282,GC6 BIC EDLP 2.99 + 1.69,BIC BOGO $1,57,n,2019-08-01,,y,nonconsum-BIC EDLP 1.69,Quantity,1,Set Retail,1,y
1163281,GC6 BIC EDLP 2.99 + 1.89,BIC BOGO $1,56,n,2019-08-01,,y,nonconsum-BIC EDLP 1.89,Quantity,1,Set Retail,1,y
1163280,GC6 BIC EDLP 2.99 + 1.99,BIC BOGO $1,55,n,2019-08-01,,y,nonconsum-BIC EDLP 1.99,Quantity,1,Set Retail,1,y
1163279,GC6 BIC EDLP 2.99 + 2.19,BIC BOGO $1,54,n,2019-08-01,,y,nonconsum-BIC EDLP 2.19,Quantity,1,Set Retail,1,y
1163278,GC6 BIC EDLP 2.99 + 2.29,BIC BOGO $1,53,n,2019-08-01,,y,nonconsum-BIC EDLP 2.29,Quantity,1,Set Retail,1,y
1163277,GC6 BIC EDLP 2.99 + 2.49,GC6 BIC EDLP 2.99 + 2.49,52,n,2019-08-01,,y,nonconsum-BIC EDLP 2.49,Quantity,1,Set Retail,1,y
1163276,GC6 BIC EDLP 2.99 + 2.79,BIC BOGO $1,51,n,2019-08-01,,y,nonconsum-BIC EDLP 2.79,Quantity,1,Set Retail,1,y
1163857,GC6 BIN 2/BIN 2A 0919,SELECT ITEMS 3 FOR 3.00,10,n,2019-09-03,2019-09-30,y,consum-SIDE BIN 2/2A 0919,Quantity,3,Set Retail,3,y
1163859,GC6 BIN 3A TROLI PEG 2F4 0919,TROLLI 2F$4,10,n,2019-09-03,2019-09-30,y,consum-BIN 3A TROLLI PEG 0919,Quantity,2,Set Retail,4,y
1163622,GC6 BLUE DMND ALMND EDLP 2F$3,BLUE DMND ALMND EDLP 2F$3,50,n,2019-08-06,,y,consum-BLUE DMND ALMND EDLP,Quantity,2,Set Retail,3,y
1164353,GC6- BRKSIDE EDLP 2F$4,GC6- BRKSIDE EDLP 2F$4,50,n,2019-09-05,,y,consum- BROOKSIDE EDLP 2F$4,Quantity,2,Set Retail,4,y
1163235,GC6 CHEWY/SWEETART 2F5 0819,CHEWY/SWEETART 2F5 ,10,n,2019-08-01,2019-09-02,y,consum-CHEWY/SWTART 2F5 0819,Quantity,2,Set Retail,5,y
1163873,GC6 CHIPS AHOY 2F3 0919,CHIPS AHOY 2F3 0919,10,n,2019-09-03,2019-09-30,y,consum-CHIP AHOY 3Z 0919,Quantity,2,Set Retail,3,y
1163233,GC6 CLIF BAR 2F3 0819,CLIF BAR 2F3,10,n,2019-08-01,2019-09-02,y,consum-CLIF BAR 2F3 0819,Quantity,2,Set Retail,3,y
1163236,GC6 COMBOS 6.3Z 2F4 0819,COMBOS 6.3Z 2F4,10,n,2019-08-01,2019-09-02,y,consum- COMBOS 6.3z,Quantity,2,Set Retail,4,y
1163885,GC6 CONNS 2F5 0919/1231,SELECT ITEMS 2F5,10,n,2019-09-01,2019-12-31,y,consum-CONNS CHIPS 0919/1231,Quantity,2,Set Retail,5,y
1163882,GC6 DIGIORNO 2F13 0919,SELECT DIGIORNO 2F13 0919,10,n,2019-09-03,2019-09-30,y,consum-DIGIORNO PIZZA,Quantity,2,Set Retail,13,y
1164303,GC6 DOVE CHOC 2F$4 EDLP,GC6 DOVE CHOC EDLP,50,n,2019-09-05,,y,consum- DOVE CHOC EDLP,Quantity,2,Set Retail,4,y
1163869,GC6 DUKES SHORTY 2F10 0919,SELECT ITEMS 2F10,10,n,2019-09-03,2019-09-30,y,consum- DUKES SMOKED SAUSAGE 5Z,Quantity,2,Set Retail,10,y
1163254,GC6 EDYS PINT 2F5,EDYS PINT 2F5,10,n,2019-08-01,2019-09-02,y,consum-NESTLE EDYS 14Z,Quantity,2,Set Retail,5,y
1163828,GC6 EMPHRATA REVIEW,GC6 EMPHRATA REVIEW,5,n,2019-08-09,2019-09-08,y,nonconsum-EMPHRATA REVIEW,Quantity,1,Set Retail,0.5,y
1163247,GC6 FIT CRUNCH PRO 2F5 0819,FIT CRUNCH PROTEIN BAR 2F5,10,n,2019-08-01,2019-09-02,y,consum- FIT CRUNCH BARS,Quantity,2,Set Retail,5,y
1164216,GC6 GOOD2GRW + CHEETO$1 0919,BUY GOOD2GRW GET CHEETO$1 ,11,n,2019-09-03,2019-09-30,y,consum-FL XXVL CHEETOS,Quantity,1,Set Retail,1,y
1164206,GC6 HEGGIES 10.59 F9.99 0919,HEGGIES 9.99,5,n,2019-09-03,2019-09-30,y,consum-HEGGIES 10.59,Quantity,1,Set Retail,9.99,y
1164204,GC6 HEGGIES 8.49 F7.49 0919,HEGGIES 7.49,5,n,2019-09-03,2019-09-30,y,consum- HEGGIES 8.49,Quantity,1,Set Retail,7.49,y
1164205,GC6 HEGGIES 9.59 F8.49 0919,HEGGIES 8.49,5,n,2019-09-03,2019-09-30,y,consum- HEGGIES 9.59,Quantity,1,Set Retail,8.49,y
1163594,GC6 HERSHEY XL BAR 2F4,HERSHEY XL BAR 2F$4,10,n,2019-07-30,,y,consum-HERSHEY XL BAR EDLP,Quantity,2,Set Retail,4,y
1163242,GC6 HOSTESS BAG 2F6 0819,HOSTESS BAG DONUTS 2F6,10,n,2019-08-01,2019-09-02,y,consum-HOSTESS BAGGED DONUTS,Quantity,2,Set Retail,6,y
1164355,GC6- HRSHY SNCK EDLP 2F$4,GC6- HRSHY SNCK EDLP 2F$4,50,n,2019-09-05,,y,consum- HERSHEY SNCK EDLP 2F$4,Quantity,2,Set Retail,4,y
1163250,GC6 J LINK BITES 1.5Z 2F5,JACK LINKS BITES 1.5Z 2F5,10,n,2019-08-01,2019-09-02,y,consum-JACK LINK BITES 1.5Z,Quantity,2,Set Retail,5,y
1163237,GC6 J LINKS 10Z SAVE $2 0819,JACK LINKS 10Z SAVE $2,10,n,2019-08-01,2019-09-02,y,consum-J LINK 10Z SAVE $2 0819,Quantity,1,Set Retail,11.99,y
1163244,GC6 JACK LINKS 1Z 2F3.50 0819,JACK LINKS 1Z 2F3.50,10,n,2019-08-01,2019-09-02,y,consum-JACK LINK 1Z 2F3.50 0819,Quantity,2,Set Retail,3.5,y
1163876,GC6 JLINK 2F4 0919,JLINK 2F4 0919,10,n,2019-09-03,2019-09-30,y,consum-  J LINKS JUMBO BFSTK,Quantity,2,Set Retail,4,y
1163860,GC6 JLINK BIN4/4A 0919,SELECT ITEMS 2 FOR $4,10,n,2019-09-03,2019-09-30,y,consum-BIN 4/BIN 4A JLINK 0919,Quantity,2,Set Retail,4,y
1163874,GC6 KIND BAR 2F3 0919,KIND BAR 2F3 0919,10,n,2019-09-03,2019-09-30,y,consum- KIND BARS,Quantity,2,Set Retail,3,y
1163863,GC6 KINDER JOY 2F3 0919,KINDER JOY 2F3,10,n,2019-09-03,2019-09-30,y,consum- KINDER JOY,Quantity,2,Set Retail,3,y
1163883,GC6 LANCE CRKR 2F1 0919,LANCE CRKR 2F1 0919,10,n,2019-09-03,2019-09-30,y,consum- LANCE SANDWICH CRACKERS .99,Quantity,2,Set Retail,1,y
1163878,GC6 LINDT TRUFFLE 4F1 0919,LINDT TRUFFLE 4F1 0919,10,n,2019-09-03,2019-09-30,y,consum-LINDT TRUFFLE 0919,Quantity,4,Set Retail,1,y
1163884,GC6 MIDWEST/NC MULCH 10F10 1C,MIDWEST/NC MULCH 10F10 1C,5,n,2019-09-03,2019-12-31,y,nonconsum - MULCH 1CF,Quantity,10,Set Retail,10,y
1163868,GC6 MUDDY BUDDY 2F4 0919,MUDDY BUDDY 2F4,10,n,2019-09-03,2019-09-30,y,consum-MUDDY BUDDY 0919,Quantity,2,Set Retail,4,y
1163257,GC6 MULCH 1.5CF 4F11 0819,MULCH 1.5 CF 4F11,10,n,2019-08-01,2019-09-02,y,nonconsum-MULCH 4F11 0819,Quantity,4,Set Retail,11,y
1163253,GC6 NESTLE ICE CRM 2F5 0819,NESTLE 2.99 ICE CREAM 2F5,10,n,2019-08-01,2019-09-02,y,consum-NESTLE 2.99 ICE CREAM,Quantity,2,Set Retail,5,y
1163880,GC6 NESTLE/MARS 2F2.50 0919,NESTLE/MARS 2F2.50 0919,10,n,2019-09-03,2019-09-30,y,consum- NESTLE & MARS ICE CREAM $1.99,Quantity,2,Set Retail,2.5,y
1163872,GC6 NO MANS LAND SAVE $1 0919,NO MANS LAND SAVE $1 0919,10,n,2019-09-03,2019-09-30,y,consum- NO MANS LAND 2Z,Quantity,1,Set Retail,5.99,y
1163245,GC6 NUTRIGRAIN 2F1.25 0819,NUTRI-GRAIN BARS 2F1.25,10,n,2019-08-01,2019-09-02,y,consum-NUTRIGRAIN BARS,Quantity,2,Set Retail,1.25,y
1163229,GC6 OLD WI SMK STCK 2F4 0819,OLD WI SMOKE STACK 2F4,10,n,2019-08-01,2019-09-02,y,consum-OLDWISTACKS0819,Quantity,2,Set Retail,4,y
