X Ref,Name,Receipt Text,Ranking,Loyality Required,Start Date,End Date,Active,Qualifiers,,,,,
,,,,,,,,Retail Item Group,Minimum Identifier,Minimum Value,Discount Type,Discount Value,Reduces Tax
1163896,T06-Logic Pro D& R 2019 $5.99,Logic Pro D& R 2019 $5.99,0,n,2019-09-03,2020-01-01,y,601 Logic Pro Device,Quantity,1,Set Retail,5.99,y
1163896,T06-Logic Pro D& R 2019 $5.99,,,,,,,601 Logic Pro E-Liquid Capsules (refills),Quantity,1,Set Retail,0,y
