Supplier Name,MANHATAN-MANHATTAN DISTRIBUTING (MLR CRS)(NY)asn,,,,,,,,,,,,,,,,,,,,
Supplier Xref,MANHATAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Product Code,Item Name,Xref Code,Linked Item Xref Code,Formula #1,Formula #2,Description,Status,Supplier Item Group,Supplier Package UOM,Package Qty,Availability Start Date,Availability End Date,Barcode Type,Barcode Number,Cost Level,Package Cost,Allowance,Start Date,End Date,,
_034100989590,HENRYS HARD SPKLG TROPICAL VARIETY 6PK 12z CN,1097780,1097780,,,,a,401 01 004,Case,24,,,u,_034100989590,Master,29.5,0,1900-01-01,2075-12-31,,
_087692006862,TRULY BERRY VARIETY PACK 12PK 12Z CN,32001802,32001802,,,,a,401 01 004,Case,24,,,u,_087692006862,Master,25,0,1900-01-01,2075-12-31,,
_087692006862,,,,,,,,,,,,,u,_876921068623,,,,,,,
_754527007164,NB FAT TIRE BELGIAN WHITE 6PK 12z LN,1086686,1086686,,,,a,401 01 004,Case,24,,,u,_754527007164,Master,32.95,0,1900-01-01,2075-12-31,,
_849806002678,FOUR LOKO SOUR GRAPE 23.5Z CN,1100489,1100489,,,,a,401 01 004,Case,12,,,u,_849806002678,Master,24.39,0,1900-01-01,2075-12-31,,
