business_unit_id,worksheet_id,inventory_item_id,count,last_count_timestamp
999,999,10010490,0,2019-04-24 00:00:01
999,999,10027051,6,2019-04-24 00:00:01
999,999,10017611,24,2019-04-24 00:00:01
999,999,10029944,0,2019-04-24 00:00:01
999,999,10017612,0,2019-04-24 00:00:01
999,999,10021850,0,2019-04-24 00:00:01
999,999,10024421,0,2019-04-24 00:00:01
999,999,10025807,0,2019-04-24 00:00:01
999,999,10031350,8,2019-04-24 00:00:01
999,999,10019759,0,2019-04-24 00:00:01
999,999,10021851,5,2019-04-24 00:00:01
999,999,10024422,5,2019-04-24 00:00:01
999,999,10027052,12,2019-04-24 00:00:01
999,999,10028460,0,2019-04-24 00:00:01
999,999,10029946,15,2019-04-24 00:00:01
999,999,10032592,0,2019-04-24 00:00:01
999,999,10031351,35,2019-04-24 00:00:01
999,999,10003118,0,2019-04-24 00:00:01
999,999,10017614,15,2019-04-24 00:00:01
999,999,10023037,10,2019-04-24 00:00:01
999,999,10002027,0,2019-04-24 00:00:01
999,999,10025812,0,2019-04-24 00:00:01
999,999,10029949,0,2019-04-24 00:00:01
999,999,10016040,0,2019-04-24 00:00:01
999,999,10020379,3,2019-04-24 00:00:01
999,999,10028465,3,2019-04-24 00:00:01
999,999,10029950,11,2019-04-24 00:00:01
999,999,10035691,11,2019-04-24 00:00:01
999,999,10039566,10,2019-04-24 00:00:01
999,999,10041110,9,2019-04-24 00:00:01
999,999,10042720,9,2019-04-24 00:00:01
999,999,10052337,5,2019-04-24 00:00:01
999,999,10041111,0,2019-04-24 00:00:01
999,999,10007646,0,2019-04-24 00:00:01
999,999,10008604,3,2019-04-24 00:00:01
999,999,10059403,31,2019-04-24 00:00:01
999,999,10059903,21,2019-04-24 00:00:01
999,999,10059404,13,2019-04-24 00:00:01
999,999,10060724,18,2019-04-24 00:00:01
999,999,10060728,0,2019-04-24 00:00:01
999,999,10057271,0,2019-04-24 00:00:01
999,999,10016043,20,2019-04-24 00:00:01
999,999,10017620,24,2019-04-24 00:00:01
999,999,10020381,29,2019-04-24 00:00:01
999,999,10028467,3,2019-04-24 00:00:01
999,999,10057797,0,2019-04-24 00:00:01
999,999,10046568,16,2019-04-24 00:00:01
999,999,10011747,27,2019-04-24 00:00:01
999,999,10000759,0,2019-04-24 00:00:01
999,999,10016048,3,2019-04-24 00:00:01
999,999,10042727,0,2019-04-24 00:00:01
999,999,10045312,0,2019-04-24 00:00:01
999,999,10041118,0,2019-04-24 00:00:01
999,999,10042728,0,2019-04-24 00:00:01
999,999,10046574,2,2019-04-24 00:00:01
999,999,10048037,0,2019-04-24 00:00:01
999,999,10036906,7,2019-04-24 00:00:01
999,999,10035700,7,2019-04-24 00:00:01
999,999,10039576,6,2019-04-24 00:00:01
999,999,10060729,32,2019-04-24 00:00:01
999,999,10059411,0,2019-04-24 00:00:01
999,999,10059910,0,2019-04-24 00:00:01
999,999,10059412,0,2019-04-24 00:00:01
999,999,10038301,20,2019-04-24 00:00:01
999,999,10042731,4,2019-04-24 00:00:01
999,999,10042732,0,2019-04-24 00:00:01
999,999,10044112,0,2019-04-24 00:00:01
999,999,10045316,0,2019-04-24 00:00:01
999,999,10046577,0,2019-04-24 00:00:01
999,999,10049409,0,2019-04-24 00:00:01
999,999,10011752,0,2019-04-24 00:00:01
999,999,10014529,0,2019-04-24 00:00:01
999,999,10016051,0,2019-04-24 00:00:01
999,999,10027065,0,2019-04-24 00:00:01
999,999,10028473,0,2019-04-24 00:00:01
999,999,10048041,0,2019-04-24 00:00:01
999,999,10014530,0,2019-04-24 00:00:01
999,999,10016052,0,2019-04-24 00:00:01
999,999,10017627,0,2019-04-24 00:00:01
999,999,10031367,0,2019-04-24 00:00:01
999,999,10033978,0,2019-04-24 00:00:01
999,999,10036908,0,2019-04-24 00:00:01
999,999,10016054,0,2019-04-24 00:00:01
999,999,10017629,0,2019-04-24 00:00:01
999,999,10018868,0,2019-04-24 00:00:01
999,999,10021867,0,2019-04-24 00:00:01
999,999,10023052,0,2019-04-24 00:00:01
999,999,10024439,0,2019-04-24 00:00:01
999,999,10025826,0,2019-04-24 00:00:01
999,999,10027067,0,2019-04-24 00:00:01
999,999,10028475,0,2019-04-24 00:00:01
999,999,10029962,0,2019-04-24 00:00:01
999,999,10032612,0,2019-04-24 00:00:01
999,999,10003120,36,2019-04-24 00:00:01
999,999,10004310,0,2019-04-24 00:00:01
999,999,10028476,2,2019-04-24 00:00:01
999,999,10024442,0,2019-04-24 00:00:01
999,999,10035709,0,2019-04-24 00:00:01
999,999,10042738,0,2019-04-24 00:00:01
999,999,10052353,0,2019-04-24 00:00:01
999,999,10020395,0,2019-04-24 00:00:01
999,999,10059913,0,2019-04-24 00:00:01
999,999,10060734,0,2019-04-24 00:00:01
999,999,10059416,0,2019-04-24 00:00:01
999,999,10059417,0,2019-04-24 00:00:01
999,999,10059914,0,2019-04-24 00:00:01
999,999,10060735,0,2019-04-24 00:00:01
999,999,10059418,0,2019-04-24 00:00:01
999,999,10014537,3,2019-04-24 00:00:01
999,999,10005545,0,2019-04-24 00:00:01
999,999,10033986,3,2019-04-24 00:00:01
999,999,10041127,3,2019-04-24 00:00:01
999,999,10023056,0,2019-04-24 00:00:01
999,999,10024445,0,2019-04-24 00:00:01
999,999,10045323,0,2019-04-24 00:00:01
999,999,10048050,3,2019-04-24 00:00:01
999,999,10045324,2,2019-04-24 00:00:01
999,999,10031377,3,2019-04-24 00:00:01
999,999,10046585,0,2019-04-24 00:00:01
999,999,10011760,2,2019-04-24 00:00:01
999,999,10023058,3,2019-04-24 00:00:01
999,999,10033989,3,2019-04-24 00:00:01
999,999,10042745,3,2019-04-24 00:00:01
999,999,10028481,0,2019-04-24 00:00:01
999,999,10029970,0,2019-04-24 00:00:01
999,999,10032623,0,2019-04-24 00:00:01
999,999,10031379,0,2019-04-24 00:00:01
999,999,10033990,0,2019-04-24 00:00:01
999,999,10036920,0,2019-04-24 00:00:01
999,999,10038315,0,2019-04-24 00:00:01
999,999,10016064,75,2019-04-24 00:00:01
999,999,10018877,3,2019-04-24 00:00:01
999,999,10060737,0,2019-04-24 00:00:01
999,999,10059420,0,2019-04-24 00:00:01
999,999,10032625,0,2019-04-24 00:00:01
999,999,10031382,0,2019-04-24 00:00:01
999,999,10038318,0,2019-04-24 00:00:01
999,999,10048055,0,2019-04-24 00:00:01
999,999,10013149,0,2019-04-24 00:00:01
999,999,10018880,0,2019-04-24 00:00:01
999,999,10032626,0,2019-04-24 00:00:01
999,999,10000763,0,2019-04-24 00:00:01
999,999,10049425,0,2019-04-24 00:00:01
999,999,10010518,0,2019-04-24 00:00:01
999,999,10011766,0,2019-04-24 00:00:01
999,999,10016068,11,2019-04-24 00:00:01
999,999,10002028,0,2019-04-24 00:00:01
999,999,10003121,0,2019-04-24 00:00:01
999,999,10028485,18,2019-04-24 00:00:01
999,999,10014548,0,2019-04-24 00:00:01
999,999,10029977,33,2019-04-24 00:00:01
999,999,10048061,0,2019-04-24 00:00:01
999,999,10050797,0,2019-04-24 00:00:01
999,999,10021885,0,2019-04-24 00:00:01
999,999,10029978,0,2019-04-24 00:00:01
999,999,10005548,0,2019-04-24 00:00:01
999,999,10007654,0,2019-04-24 00:00:01
999,999,10016073,22,2019-04-24 00:00:01
999,999,10023069,0,2019-04-24 00:00:01
999,999,10024453,0,2019-04-24 00:00:01
999,999,10025841,0,2019-04-24 00:00:01
999,999,10028490,0,2019-04-24 00:00:01
999,999,10029981,0,2019-04-24 00:00:01
999,999,10002029,0,2019-04-24 00:00:01
999,999,10006667,10,2019-04-24 00:00:01
999,999,10005549,0,2019-04-24 00:00:01
999,999,10004312,0,2019-04-24 00:00:01
999,999,10036931,18,2019-04-24 00:00:01
999,999,10041139,0,2019-04-24 00:00:01
999,999,10044131,0,2019-04-24 00:00:01
999,999,10006668,7,2019-04-24 00:00:01
999,999,10021889,0,2019-04-24 00:00:01
999,999,10018886,26,2019-04-24 00:00:01
999,999,10002032,37,2019-04-24 00:00:01
999,999,10032636,22,2019-04-24 00:00:01
999,999,10027086,5,2019-04-24 00:00:01
999,999,10002033,0,2019-04-24 00:00:01
999,999,10003123,0,2019-04-24 00:00:01
999,999,10004313,0,2019-04-24 00:00:01
999,999,10005550,0,2019-04-24 00:00:01
999,999,10005551,0,2019-04-24 00:00:01
999,999,10017651,12,2019-04-24 00:00:01
999,999,10000768,120,2019-04-24 00:00:01
999,999,10013161,0,2019-04-24 00:00:01
999,999,10017652,0,2019-04-24 00:00:01
999,999,10021894,0,2019-04-24 00:00:01
999,999,10025848,0,2019-04-24 00:00:01
999,999,10027088,0,2019-04-24 00:00:01
999,999,10041143,0,2019-04-24 00:00:01
999,999,10042760,0,2019-04-24 00:00:01
999,999,10046604,0,2019-04-24 00:00:01
999,999,10025849,5,2019-04-24 00:00:01
999,999,10028495,0,2019-04-24 00:00:01
999,999,10041144,0,2019-04-24 00:00:01
999,999,10017653,0,2019-04-24 00:00:01
999,999,10018889,0,2019-04-24 00:00:01
999,999,10020419,0,2019-04-24 00:00:01
999,999,10000769,0,2019-04-24 00:00:01
999,999,10005552,48,2019-04-24 00:00:01
999,999,10059922,0,2019-04-24 00:00:01
999,999,10056364,0,2019-04-24 00:00:01
999,999,10038332,13,2019-04-24 00:00:01
999,999,10004314,0,2019-04-24 00:00:01
999,999,10025850,6,2019-04-24 00:00:01
999,999,10009738,5,2019-04-24 00:00:01
999,999,10006669,4,2019-04-24 00:00:01
999,999,10007655,19,2019-04-24 00:00:01
999,999,10046609,17,2019-04-24 00:00:01
999,999,10017657,13,2019-04-24 00:00:01
999,999,10018892,21,2019-04-24 00:00:01
999,999,10020423,16,2019-04-24 00:00:01
999,999,10057273,0,2019-04-24 00:00:01
999,999,10060745,0,2019-04-24 00:00:01
999,999,10027094,8,2019-04-24 00:00:01
999,999,10032640,5,2019-04-24 00:00:01
999,999,10006671,0,2019-04-24 00:00:01
999,999,10060748,0,2019-04-24 00:00:01
999,999,10002034,0,2019-04-24 00:00:01
999,999,10000770,48,2019-04-24 00:00:01
999,999,10035735,51,2019-04-24 00:00:01
999,999,10060749,0,2019-04-24 00:00:01
999,999,10039617,0,2019-04-24 00:00:01
999,999,10038341,0,2019-04-24 00:00:01
999,999,10041154,0,2019-04-24 00:00:01
999,999,10031402,0,2019-04-24 00:00:01
999,999,10002036,0,2019-04-24 00:00:01
999,999,10059928,26,2019-04-24 00:00:01
999,999,10021906,5,2019-04-24 00:00:01
999,999,10023090,0,2019-04-24 00:00:01
999,999,10024472,0,2019-04-24 00:00:01
999,999,10027103,0,2019-04-24 00:00:01
999,999,10028507,0,2019-04-24 00:00:01
999,999,10038346,0,2019-04-24 00:00:01
999,999,10030004,0,2019-04-24 00:00:01
999,999,10032651,0,2019-04-24 00:00:01
999,999,10052392,3,2019-04-24 00:00:01
999,999,10014575,3,2019-04-24 00:00:01
999,999,10044156,0,2019-04-24 00:00:01
999,999,10049453,6,2019-04-24 00:00:01
999,999,10050823,6,2019-04-24 00:00:01
999,999,10011796,4,2019-04-24 00:00:01
999,999,10018908,0,2019-04-24 00:00:01
999,999,10020438,0,2019-04-24 00:00:01
999,999,10025867,0,2019-04-24 00:00:01
999,999,10028513,0,2019-04-24 00:00:01
999,999,10030006,0,2019-04-24 00:00:01
999,999,10031412,0,2019-04-24 00:00:01
999,999,10035745,0,2019-04-24 00:00:01
999,999,10042781,0,2019-04-24 00:00:01
999,999,10045360,0,2019-04-24 00:00:01
999,999,10049454,0,2019-04-24 00:00:01
999,999,10048085,0,2019-04-24 00:00:01
999,999,10050824,0,2019-04-24 00:00:01
999,999,10014578,12,2019-04-24 00:00:01
999,999,10009739,0,2019-04-24 00:00:01
999,999,10006672,0,2019-04-24 00:00:01
999,999,10046624,4,2019-04-24 00:00:01
999,999,10003126,0,2019-04-24 00:00:01
999,999,10005555,0,2019-04-24 00:00:01
999,999,10000772,0,2019-04-24 00:00:01
999,999,10002037,0,2019-04-24 00:00:01
999,999,10003127,0,2019-04-24 00:00:01
999,999,10004317,0,2019-04-24 00:00:01
999,999,10005556,0,2019-04-24 00:00:01
999,999,10000773,0,2019-04-24 00:00:01
999,999,10002038,0,2019-04-24 00:00:01
999,999,10003128,0,2019-04-24 00:00:01
999,999,10004318,0,2019-04-24 00:00:01
999,999,10005557,0,2019-04-24 00:00:01
999,999,10000774,0,2019-04-24 00:00:01
999,999,10002039,0,2019-04-24 00:00:01
999,999,10003129,0,2019-04-24 00:00:01
999,999,10004319,0,2019-04-24 00:00:01
999,999,10005558,0,2019-04-24 00:00:01
999,999,10000775,0,2019-04-24 00:00:01
999,999,10002040,0,2019-04-24 00:00:01
999,999,10003130,0,2019-04-24 00:00:01
999,999,10004320,0,2019-04-24 00:00:01
999,999,10005559,0,2019-04-24 00:00:01
999,999,10000776,0,2019-04-24 00:00:01
999,999,10002041,0,2019-04-24 00:00:01
999,999,10003131,0,2019-04-24 00:00:01
999,999,10000777,0,2019-04-24 00:00:01
999,999,10002042,0,2019-04-24 00:00:01
999,999,10003132,0,2019-04-24 00:00:01
999,999,10004322,0,2019-04-24 00:00:01
999,999,10005561,0,2019-04-24 00:00:01
999,999,10000778,0,2019-04-24 00:00:01
999,999,10002043,0,2019-04-24 00:00:01
999,999,10024481,5,2019-04-24 00:00:01
999,999,10003133,0,2019-04-24 00:00:01
999,999,10027113,0,2019-04-24 00:00:01
999,999,10028516,0,2019-04-24 00:00:01
999,999,10030010,0,2019-04-24 00:00:01
999,999,10031414,0,2019-04-24 00:00:01
999,999,10059930,36,2019-04-24 00:00:01
999,999,10057274,0,2019-04-24 00:00:01
999,999,10016102,0,2019-04-24 00:00:01
999,999,10003134,0,2019-04-24 00:00:01
999,999,10004323,0,2019-04-24 00:00:01
999,999,10005562,0,2019-04-24 00:00:01
999,999,10000779,0,2019-04-24 00:00:01
999,999,10002044,0,2019-04-24 00:00:01
999,999,10003135,0,2019-04-24 00:00:01
999,999,10004324,0,2019-04-24 00:00:01
999,999,10005563,0,2019-04-24 00:00:01
999,999,10000780,0,2019-04-24 00:00:01
999,999,10002045,0,2019-04-24 00:00:01
999,999,10044160,45,2019-04-24 00:00:01
999,999,10045364,214,2019-04-24 00:00:01
999,999,10052397,0,2019-04-24 00:00:01
999,999,10024484,0,2019-04-24 00:00:01
999,999,10042785,63,2019-04-24 00:00:01
999,999,10044161,6,2019-04-24 00:00:01
999,999,10045365,0,2019-04-24 00:00:01
999,999,10060756,55,2019-04-24 00:00:01
999,999,10003136,0,2019-04-24 00:00:01
999,999,10036956,0,2019-04-24 00:00:01
999,999,10049459,0,2019-04-24 00:00:01
999,999,10017676,0,2019-04-24 00:00:01
999,999,10021916,0,2019-04-24 00:00:01
999,999,10023103,0,2019-04-24 00:00:01
999,999,10024486,0,2019-04-24 00:00:01
999,999,10041167,0,2019-04-24 00:00:01
999,999,10045367,0,2019-04-24 00:00:01
999,999,10024487,0,2019-04-24 00:00:01
999,999,10025876,0,2019-04-24 00:00:01
999,999,10027117,0,2019-04-24 00:00:01
999,999,10028521,0,2019-04-24 00:00:01
999,999,10030014,0,2019-04-24 00:00:01
999,999,10032660,0,2019-04-24 00:00:01
999,999,10031418,0,2019-04-24 00:00:01
999,999,10036958,0,2019-04-24 00:00:01
999,999,10060757,0,2019-04-24 00:00:01
999,999,10046629,15,2019-04-24 00:00:01
999,999,10003137,0,2019-04-24 00:00:01
999,999,10046630,0,2019-04-24 00:00:01
999,999,10050831,22,2019-04-24 00:00:01
999,999,10010555,0,2019-04-24 00:00:01
999,999,10046631,68,2019-04-24 00:00:01
999,999,10003138,0,2019-04-24 00:00:01
999,999,10000782,96,2019-04-24 00:00:01
999,999,10020447,0,2019-04-24 00:00:01
999,999,10024490,0,2019-04-24 00:00:01
999,999,10032663,0,2019-04-24 00:00:01
999,999,10031420,0,2019-04-24 00:00:01
999,999,10034031,0,2019-04-24 00:00:01
999,999,10036960,0,2019-04-24 00:00:01
999,999,10039637,20,2019-04-24 00:00:01
999,999,10038357,44,2019-04-24 00:00:01
999,999,10005565,0,2019-04-24 00:00:01
999,999,10008613,28,2019-04-24 00:00:01
999,999,10045371,5,2019-04-24 00:00:01
999,999,10046632,3,2019-04-24 00:00:01
999,999,10049464,6,2019-04-24 00:00:01
999,999,10052406,0,2019-04-24 00:00:01
999,999,10010558,0,2019-04-24 00:00:01
999,999,10011810,0,2019-04-24 00:00:01
999,999,10018922,0,2019-04-24 00:00:01
999,999,10023109,0,2019-04-24 00:00:01
999,999,10024493,0,2019-04-24 00:00:01
999,999,10025883,0,2019-04-24 00:00:01
999,999,10027124,0,2019-04-24 00:00:01
999,999,10030019,0,2019-04-24 00:00:01
999,999,10032666,0,2019-04-24 00:00:01
999,999,10031422,0,2019-04-24 00:00:01
999,999,10034034,0,2019-04-24 00:00:01
999,999,10038360,0,2019-04-24 00:00:01
999,999,10041174,0,2019-04-24 00:00:01
999,999,10044167,0,2019-04-24 00:00:01
999,999,10045373,0,2019-04-24 00:00:01
999,999,10046634,0,2019-04-24 00:00:01
999,999,10049466,0,2019-04-24 00:00:01
999,999,10048094,0,2019-04-24 00:00:01
999,999,10014592,0,2019-04-24 00:00:01
999,999,10017685,0,2019-04-24 00:00:01
999,999,10023110,0,2019-04-24 00:00:01
999,999,10024494,0,2019-04-24 00:00:01
999,999,10025884,0,2019-04-24 00:00:01
999,999,10028527,0,2019-04-24 00:00:01
999,999,10030020,0,2019-04-24 00:00:01
999,999,10032667,0,2019-04-24 00:00:01
999,999,10031423,0,2019-04-24 00:00:01
999,999,10034035,0,2019-04-24 00:00:01
999,999,10036964,0,2019-04-24 00:00:01
999,999,10035758,0,2019-04-24 00:00:01
999,999,10039641,0,2019-04-24 00:00:01
999,999,10038361,0,2019-04-24 00:00:01
999,999,10041175,0,2019-04-24 00:00:01
