specialXRefID,specialName,specialReceiptText,priorityRanking,requiresLoyalty,startDate,endDate,status,retailItemGroupName,minimumIdentifier,minimumValue,discountType,discountValue,taxReduced
1153402,CV6 STARBUCKS DBLSHT 3/$7 BBB,STARBUCKS DBLSHT 3/$7,13,n,2018-11-29,2018-11-30,y,CV6- STARBUCKS DBLSHT $2.69 0518 B,Quantity,3.0000,Set Retail,7.0000,y
1152162,CV6- STOK CB 13.7z 2/$5.00,STOK COLD BREW 13.7z 2/$5.00,10,n,2017-11-01,2018-01-31,y,CVE- ALL STOK 13.7z,Quantity,2.0000,Set Retail,5.0000,y
1148505,CV6 -TURNER TEA GAL 2F5.00,TURNER TEA GAL 2F5.00,10,n,2018-05-01,2018-08-29,y,CV6 TURNER TEA GAL,Quantity,2.0000,Set Retail,5.0000,y
1153997,CV6 VITA COCO 17Z 2/$4,VITA COCO 17Z 2/$4,10,n,2018-05-31,2018-07-31,y,CV6 VITA COCO 17Z,Quantity,2.0000,Set Retail,4.0000,y
1154397,CV6- VITAMIN WATER ACTV B1G1F,VITAMIN WATER ACTV B1G1F,10,n,2018-07-02,2018-07-31,y,CV6- VITAMIN WATER ACTIVE 15.2z,Quantity,1.0000,Set Retail,.0000,y
1149343,CV6- VITAMIN WTR 2F2 0517,VITAMIN WTR 2F2 SPECIAL,15,n,2017-05-01,2017-05-30,y,CV6 VITAMIN WTR 2F2,Quantity,2.0000,Set Retail,2.0000,y
1153112,CV6- YUP MILK 14z 2/$3.00,YUP MILK 14z 2/$3.00,10,n,2018-11-01,2018-11-28,y,CV6- YUP MILK 14z,Quantity,2.0000,Set Retail,3.0000,y
1152071,CV6- ZICO 16.9z B1G1FREE,ZICO 16.9z BUY 1 GET 1 FREE,10,n,2017-11-01,2017-11-29,y,CV6 ZICO 16.9z ALL,Quantity,1.0000,Set Retail,.0000,y
1148803,CV6-1 LITER WATER 2F2 0417,CV6-1 LITER WATER 2F2 0417,10,n,2017-04-03,2017-09-30,y,CV6 NESTLE 1LITER WATER,Quantity,2.0000,Set Retail,2.0000,y
1148874,CV6-AMP FRUIT PUNCH 2F4 0517,AMP FRUIT PUNCH 2F4 SPECIAL,10,n,2017-05-01,2017-07-31,y,CV6 AMPFRUIT PUNCH 16z,Quantity,2.0000,Set Retail,4.0000,y
1157733,CV6-AQUA/PRPL/GTRD 20z 3F$3 A,AQUA/PRPL/GTRD 20z 3F$3 A,7,n,2019-01-02,2019-03-31,y,CV6-PROPEL/GATORADE 20z,Quantity,3.0000,Set Retail,3.0000,y
1157731,CV6-AQUA/PRPL/GTRD 20z 3F$3 B,AQUA/PRPL/GTRD 20z 3F$3 B,8,n,2019-01-02,2019-03-31,y,CV6-PROPEL/GATORADE 20z,Quantity,2.0000,Set Retail,2.2000,y
1157731,CV6-AQUA/PRPL/GTRD 20z 3F$3 B,,,,,,,CV6-AQUAFINA 20Z,Quantity,1.0000,Set Retail,.8000,y
1157736,CV6-AQUA/PRPL/GTRD 20z 3F$3 C,AQUA/PRPL/GTRD 20z 3F$3 C,9,n,2019-01-02,2019-03-31,y,CV6-PROPEL/GATORADE 20z,Quantity,1.0000,Set Retail,1.2000,y
1157736,CV6-AQUA/PRPL/GTRD 20z 3F$3 C,,,,,,,CV6-AQUAFINA 20Z,Quantity,2.0000,Set Retail,1.8000,y
1157739,CV6-AQUA/PRPL/GTRD 20z 3F$3 D,AQUA/PRPL/GTRD 20z 3F$3 D,10,n,2019-01-02,2019-01-30,n,CV6-AQUAFINA 20Z,Quantity,3.0000,Set Retail,3.0000,y
1153422,CV6-AQUAFINA 1L 2/$2,AQUAFINA 1L 2/$2,10,n,2018-05-01,2018-05-30,y,CVE-AQUAFINA 1L,Quantity,2.0000,Set Retail,2.0000,y
1152886,CV6-B2 BODYARMOR28z GET 700ml,BUY 2 BODYARMOR28z GET 700ml,10,n,2018-03-01,2018-04-01,y,CVE - BODYARMOR SUPER WATER 700ML,Quantity,1.0000,Set Retail,.0000,y
1152886,CV6-B2 BODYARMOR28z GET 700ml,,,,,,,CV6 BODYARMOR 28z,Quantity,2.0000,Set Retail,5.0000,n
1152598,CV6-B2 GOLD PK GET DASANI 20z,BUY2 GOLD PEAK GET DASANI 20z,10,n,2018-02-01,2018-02-28,y,CV6 DASANI 20Z,Quantity,1.0000,Set Retail,.0000,y
1152598,CV6-B2 GOLD PK GET DASANI 20z,,,,,,,CV6 GOLD PEAK 18.5z All,Quantity,2.0000,Set Retail,3.0000,n
1148888,CV6-BAI 18Z 2F4 0517,BAI 18Z 2F4 SPECIAL,15,n,2017-05-01,2017-07-31,y,CV6 BAI 18Z,Quantity,2.0000,Set Retail,4.0000,y
1148429,CV6-BAI 2F3.50 0217,BAI 2F3.50,10,n,2017-02-01,2017-02-28,y,BAI 18Z & 11.5Z ALL,Quantity,2.0000,Set Retail,3.5000,y
1155317,CV6-BODYARMOR 16Z 3/$5,BODYARMOR 16Z 3/$5,10,n,2018-10-01,2018-10-01,n,CV6 BODYARMOR 16z,Quantity,3.0000,Set Retail,5.0000,y
1153420,CV6-BODYARMOR 28Z 2/$4,BODYARMOR 28Z 2/$4,10,n,2018-05-01,2018-09-30,y,CVE-BODY ARMOUR 28Z,Quantity,2.0000,Set Retail,4.0000,y
1148811,CV6-BODYARMOR 28z 2F4 0417,BODYARMOR 28z 2F4,15,n,2017-04-03,2017-09-30,y,CV6 BODYARMOR 28z,Quantity,2.0000,Set Retail,4.0000,y
1153252,CV6-BODYARMOR 28z&SUP 2/$4.00,BODY ARMR 28z&SUP 2/$4.00,20,n,2018-04-02,2018-09-30,y,CVE-BODY ARMOUR 28Z,Quantity,1.0000,Set Retail,2.2000,y
1153252,CV6-BODYARMOR 28z&SUP 2/$4.00,,,,,,,CV6 - BODYARMOR SUPER WATER 1L,Quantity,1.0000,Set Retail,1.8000,y
1156498,CV6-BRKFST BOWL G MIN MAIDF$1,BUY BRKFST BOWL G MIN MAIF$1,10,n,2018-11-01,,y,CV6- MINUTE MAID 12z,Quantity,1.0000,Set Retail,1.0000,y
1156493,CV6-BUY 3 REDBULL G1 GREBE,BUY 3 REDBULL G1 GREBE,5,n,2018-11-01,2019-01-01,y,fd srv- GREBE DONUT,Quantity,1.0000,Set Retail,.0000,y
1156493,CV6-BUY 3 REDBULL G1 GREBE,,,,,,,CV6-RED BULL 12z,Quantity,3.0000,Set Retail,7.5000,n
1153217,CV6-BUY2 MIN MD GET DASANI,BUY 2 MIN MD GET DASANI20z,10,n,2018-04-02,2018-04-30,y,CV6- MINUTE MAID 12z/15.2z/20z,Quantity,1.0000,Set Retail,1.0000,y
1153217,CV6-BUY2 MIN MD GET DASANI,,,,,,,CV6 DASANI 20Z,Quantity,1.0000,Set Retail,.0000,y
1153180,CV6-BUY2 MIN MD12z GET DASANI,BUY 2 MIN MD12z GET DASANI20z,10,n,2018-04-02,2018-04-10,y,CV6 DASANI 20Z,Quantity,1.0000,Set Retail,.0000,y
1156495,CV6-COKE 2L F$1 WUB LG PIZZA,COKE 2L F$1 WUB LG PIZZA,10,n,2018-11-29,2019-01-01,y,CV9- COKE FAMILY 2L,Quantity,1.0000,Set Retail,1.0000,y
1151690,CV6-COKE ZERO 8.5/12/16z $.99,COKE ZERO 8.5/12/16Z $.99,10,n,2017-08-31,2017-10-01,y,CV9- COKE ZERO 8.5z/12z/16z,Quantity,1.0000,Set Retail,.9900,y
1148418,CV6-CORE HYDRATE 2F3 0217,CORE HYDRATE 2F3,10,n,2017-02-01,2017-04-30,y,CV6-CORE HYDRATION,Quantity,2.0000,Set Retail,3.0000,y
1156926,CV6-CORE HYDRATION 23.9Z 2F$3,CORE HYDRATION 23.9Z 2F$3,10,n,2018-11-30,2019-01-01,y,CV6-CORE HYDRATION 23.9z SPRT TOP,Quantity,2.0000,Set Retail,3.0000,y
1148799,CV6-CORE POWER 2F5 0417,CV6-CORE POWER 2F5,10,n,2017-04-03,2017-04-30,y,CV6 CORE POWER 11.5z,Quantity,2.0000,Set Retail,5.0000,y
1156920,CV6-CORE POWER ELITE 14z 2F$6,CORE POWER ELITE 14z 2F$6,10,n,2018-11-30,2019-01-01,y,CVE-CORE POWER 14Z,Quantity,2.0000,Set Retail,6.0000,y
1150582,CV6-CORE PWER 11.5Z BOGO,CORE PWER 11.5Z BOGO,10,n,2017-11-01,2017-11-29,y,CV6 CORE POWER ALL 11.5z,Quantity,1.0000,Set Retail,.0000,y
1148911,CV6-CORE PWR ELITE BOGO 0517,CORE PWR ELITE BOGO SPECIAL,10,n,2017-05-01,2017-06-28,y,CV6 CORE POWER 11.5z,Quantity,1.0000,Set Retail,.0000,y
1156494,CV6-DASANI 20Z F$1 WUB HT BEV,DASANI 20Z F$1 WUB HT BEV,10,n,2018-11-01,2018-11-28,y,CV6 DASANI 20Z,Quantity,1.0000,Set Retail,1.0000,y
1148663,CV6-ENON SPRINGS 20Z .79 0717,ENON SPRINGS 20Z .79,10,n,2017-06-29,2017-10-26,y,consum- ENON SPRINGS,Quantity,1.0000,Set Retail,.7900,y
1148662,CV6-ENON SPRINGS 20Z .89 0317,ENON SPRINGS 20Z .89,10,n,2017-03-01,2017-04-30,y,consum- ENON SPRINGS,Quantity,1.0000,Set Retail,.8900,y
1148890,CV6-ESSENTIA 2F3.50 0517,ESSENTIA 700ML 2F3.50 SPECIAL,10,n,2017-05-01,2017-07-01,y,CV6 ESSENTIA 700ML,Quantity,2.0000,Set Retail,3.5000,y
1156908,CV6-FIJI 700ml 2F$3.50,FIJI 700ml 2F$3.50,10,n,2018-11-30,2019-01-01,y,CVE-FIJI 700ML,Quantity,2.0000,Set Retail,3.5000,y
1152070,CV6-FREEBODYARMOR16z WUB ACAD,FREE BODYARMOR16z WUB ACADEMY,10,n,2017-11-01,2017-11-29,y,CV6 BODYARMOR 16z,Quantity,1.0000,Set Retail,.0000,y
1150626,CV6-FRSH FRT WUB 2 VITA COCO,FRSH FRT WUB 2 VITA COCO,15,n,2017-08-01,2017-08-30,y,fd srv- FRESH FRUIT ALL,Quantity,1.0000,Set Retail,.0000,y
1150626,CV6-FRSH FRT WUB 2 VITA COCO,,,,,,,CV6 VITA COCO 17Z,Quantity,2.0000,Set Retail,5.0000,n
1148875,CV6-FULL THROTTLE 2F4 0517,FULL THROTTLE 2F4 SPECIAL,10,n,2017-05-01,2017-07-31,y,CV6 FULL THROTTLE 16z ALL,Quantity,2.0000,Set Retail,4.0000,y
1148421,CV6-GATOR ORGANIC 2F3.50 0217,GATORADE ORGANIC 2F3.50,10,n,2017-02-01,2017-04-30,y,CV6 GATORADE ORGANIC,Quantity,2.0000,Set Retail,3.5000,y
1156496,CV6-GATORADE 28Z B1G1F$1,GATORADE 28Z B1G1F$1,10,n,2018-11-01,2018-11-28,y,CVE-GATORADE 28Z,Quantity,1.0000,Set Retail,1.0000,y
1149485,CV6-GLDPEAK B1G1 0617,GLDPEAK B1G1 SPECIAL,55,n,2017-06-01,2017-07-06,y,CV6- GOLD PEAK,Quantity,1.0000,Set Retail,.0000,y
1150585,CV6-GLDPK COFFEE SAVE $1 WUB2,GLDPK COFFEE SAVE $1 WUB2,15,n,2017-08-01,2017-10-31,y,CV6 GOLD PEAK LATTE,Quantity,2.0000,Set Retail,4.0000,y
1148895,CV6-GLDPK LATTE 2F5 0517,GLDPK LATTE 2F5 SPECIAL,10,n,2017-05-01,2017-07-31,y,CV6 GOLD PEAK LATTE,Quantity,2.0000,Set Retail,5.0000,y
1148927,CV6-GLDPK&PURLF 2F2.50 E 0517,GLDPK&PURLF 2F2.50 SPECIAL,10,n,2017-05-01,2017-05-31,y,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1148927,CV6-GLDPK&PURLF 2F2.50 E 0517,,,,,,,fd srv-  EAST HOT FOOD 2f$3,Quantity,2.0000,Set Retail,3.0000,n
1148928,CV6-GLDPK&PURLF 2F2.50 W 0517,GLDPK&PURLF 2F2.50 SPECIAL,10,n,2017-05-01,2017-05-31,y,fd srv- WEST HOT FOOD 2f$3.33,Quantity,2.0000,Set Retail,3.3300,n
1148928,CV6-GLDPK&PURLF 2F2.50 W 0517,,,,,,,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1149454,CV6-GLDPKPUREF 2F2.50 MM 0517,GLDPKPUREF 2F2.50 MM 0517,4,n,2017-05-01,2017-05-30,y,fd srv- PREMIUM ROLLERGRILL,Quantity,1.0000,Set Retail,1.7500,y
1149454,CV6-GLDPKPUREF 2F2.50 MM 0517,,,,,,,fd srv- RG/HOT LUNCH ITEMS 2/2.50 (2/2/15),Quantity,1.0000,Set Retail,1.2500,y
1149454,CV6-GLDPKPUREF 2F2.50 MM 0517,,,,,,,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1149452,CV6-GLDPKPUREF 2F2.50 PR 0517,GLDPKPUREF 2F2.50 PR,3,n,2017-05-01,2017-05-31,y,fd srv- PREMIUM ROLLERGRILL,Quantity,2.0000,Set Retail,3.5000,y
1149452,CV6-GLDPKPUREF 2F2.50 PR 0517,,,,,,,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1149453,CV6-GLDPKPUREF 2F2.50 PZ 0517,GLDPKPUREF 2F2.50 PZ 0517,3,n,2017-05-01,2017-05-31,y,fd srv- MTC PIZZA SLICE,Quantity,3.0000,Set Retail,4.0000,y
1149453,CV6-GLDPKPUREF 2F2.50 PZ 0517,,,,,,,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1148930,CV6-GLDPKPUREF 2F2.50 W2 0517,GLDPK&PUREF 2F2.50 SPECIAL,5,n,2017-05-01,2017-05-31,y,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1148930,CV6-GLDPKPUREF 2F2.50 W2 0517,,,,,,,fd srv- WEST HOT FOOD 2f$3,Quantity,2.0000,Set Retail,3.0000,n
1148938,CV6-GLDPKPURLF 2F2.50 0517,GLDPK&PURLF 2F2.50 SPECIAL,5,n,2017-05-01,2017-05-31,y,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1148938,CV6-GLDPKPURLF 2F2.50 0517,,,,,,,fd srv- RG/HOT LUNCH ITEMS 2/2.50 (2/2/15),Quantity,2.0000,Set Retail,2.5000,n
1148939,CV6-GLDPKPURLF 2F2.50 1 0517,GLDPK&PURLF 2F2.50 SPECIAL,5,n,2017-05-01,2017-05-31,y,fd srv-  HOT FOOD 2F$4,Quantity,2.0000,Set Retail,4.0000,n
1148939,CV6-GLDPKPURLF 2F2.50 1 0517,,,,,,,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1148940,CV6-GLDPKPURLF 2F2.50 2 0517,GLDPK&PURLF 2F2.50 SPECIAL,5,n,2017-05-01,2017-05-31,y,CV6 GLDPK & PURE LEAF,Quantity,2.0000,Set Retail,2.5000,y
1148940,CV6-GLDPKPURLF 2F2.50 2 0517,,,,,,,fd srv- BFAST/LUNCH SAND 2F$5,Quantity,2.0000,Set Retail,5.0000,n
1151596,CV6-GOLD PEAK 2/$2.5 HF$2.5,GOLD PEAK 2/$2.50 W/ 2 HT FD,5,n,2017-11-01,2017-11-29,y,fd srv- RG/HOT LUNCH ITEMS 2/2.50 (2/2/15),Quantity,2.0000,Set Retail,2.5000,y
1151596,CV6-GOLD PEAK 2/$2.5 HF$2.5,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1151599,CV6-GOLD PEAK 2/$2.5 HF$3.00E,GOLD PEAK 2/$2.50 W/ 2 HT FD,5,n,2017-11-01,2017-11-29,y,fd srv-  EAST HOT FOOD 2f$3,Quantity,2.0000,Set Retail,3.0000,y
1151599,CV6-GOLD PEAK 2/$2.5 HF$3.00E,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1151598,CV6-GOLD PEAK 2/$2.5 HF$3.00W,GOLD PEAK 2/$2.50 W/ 2 HT FD,5,n,2017-11-01,2017-11-29,y,fd srv- WEST HOT FOOD 2f$3,Quantity,2.0000,Set Retail,3.0000,y
1151598,CV6-GOLD PEAK 2/$2.5 HF$3.00W,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1151597,CV6-GOLD PEAK 2/$2.5 HF$3.33W,GOLD PEAK 2/$2.50 W/ 2 HT FD,5,n,2017-11-01,2017-11-29,y,fd srv- WEST HOT FOOD 2f$3.33,Quantity,2.0000,Set Retail,3.3300,y
1151597,CV6-GOLD PEAK 2/$2.5 HF$3.33W,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1151600,CV6-GOLD PEAK 2/$2.5 HF$4.00,GOLD PEAK 2/$2.50 W/ 2 HT FD,5,n,2017-11-01,2017-11-29,y,fd srv-  HOT FOOD 2F$4,Quantity,2.0000,Set Retail,4.0000,y
1151600,CV6-GOLD PEAK 2/$2.5 HF$4.00,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1151601,CV6-GOLD PEAK 2/$2.5 HF$5.00,GOLD PEAK 2/$2.50 W/ 2 HT FD,5,n,2017-11-01,2017-11-29,y,fd srv- BFAST/LUNCH SAND 2F$5,Quantity,2.0000,Set Retail,5.0000,y
1151601,CV6-GOLD PEAK 2/$2.5 HF$5.00,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1152136,CV6-GOLD PEAK 2/$2.5 MIX&MAT,GOLD PEAK 2/$2.50 W/ 2 ROLLER,4,n,2017-11-01,2017-11-29,y,fd srv- PREMIUM ROLLERGRILL,Quantity,1.0000,Set Retail,1.7500,y
1152136,CV6-GOLD PEAK 2/$2.5 MIX&MAT,,,,,,,fd srv- RG/HOT LUNCH ITEMS 2/2.50 (2/2/15),Quantity,1.0000,Set Retail,1.2500,y
1152136,CV6-GOLD PEAK 2/$2.5 MIX&MAT,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1152137,CV6-GOLD PEAK 2/$2.5 STADIUM,GOLD PEAK 2/$2.50 W/2 STADIUM,3,n,2017-11-01,2017-11-29,y,fd srv- PREMIUM ROLLERGRILL,Quantity,2.0000,Set Retail,3.5000,y
1152137,CV6-GOLD PEAK 2/$2.5 STADIUM,,,,,,,CV6- GOLD PEAK,Quantity,2.0000,Set Retail,2.5000,y
1156994,CV6-GOOD2GROW 10Z 2F$6,GOOD2GROW 10Z 2F$6,10,n,2018-11-30,2019-01-01,y,CV6-GOOD2GROW 10Z,Quantity,2.0000,Set Retail,6.0000,y
1156993,CV6-GOOD2GROW 6Z 2.79,GOOD2GROW 6Z 2.79,10,n,2018-11-30,2019-01-01,y,CV6-GOOD2GROW 6Z,Quantity,1.0000,Set Retail,2.7900,y
1148884,CV6-HIGHBREW 2F5 0517,HIGHBREW 2F5 SPECIAL,10,n,2017-05-01,2017-07-31,y,CV6 HIGHBREW 8Z,Quantity,2.0000,Set Retail,5.0000,y
1156082,CV6-HONEST TEA 16.9Z 2F3.50,HONEST TEA 16.9Z 2F3.50,10,n,2018-11-01,2018-11-28,y,CVE-HONEST TEA 16.9Z,Quantity,2.0000,Set Retail,3.5000,y
1148426,CV6-LIFEWATER 700ML 2F3 0217,LIFEWATER 700ML 2F3,150,n,2017-02-01,2017-04-02,y,CV6 LIFEWATER 700ML,Quantity,2.0000,Set Retail,3.0000,y
1150586,CV6-LIP 20Z 4F$4 0817,LIPTON 20Z 4F$4,15,n,2017-08-01,2017-08-30,y,CV6 Lip 20z,Quantity,4.0000,Set Retail,4.0000,y
1149563,CV6-LIP BRSK 20Z  PR 0716,LIP BRSK 20Z 2F2 WUB HOT FOOD,3,n,2017-06-01,2017-08-30,y,fd srv- PREMIUM ROLLERGRILL,Quantity,2.0000,Set Retail,3.5000,y
1149563,CV6-LIP BRSK 20Z  PR 0716,,,,,,,CV6-LIPTON 20z,Quantity,2.0000,Set Retail,2.0000,y
1149565,CV6-LIP BRSK 20Z 2F$ MM 0617,LIP BRSK 1L .99 WUB HOT FOOD,4,n,2017-06-01,2017-08-30,y,fd srv- PREMIUM ROLLERGRILL,Quantity,1.0000,Set Retail,1.7500,y
1149565,CV6-LIP BRSK 20Z 2F$ MM 0617,,,,,,,fd srv- RG/HOT LUNCH ITEMS 2/2.50 (2/2/15),Quantity,1.0000,Set Retail,1.2500,y
1149565,CV6-LIP BRSK 20Z 2F$ MM 0617,,,,,,,CV6-LIPTON 20z,Quantity,2.0000,Set Retail,2.0000,y
1149568,CV6-LIP BRSK 20Z 2F$2 1 0617,LIP BRSK 2F2 WUB HOT FOOD,5,n,2017-06-01,2017-08-30,y,fd srv-  HOT FOOD 2F$4,Quantity,2.0000,Set Retail,4.0000,y
1149568,CV6-LIP BRSK 20Z 2F$2 1 0617,,,,,,,CV6-LIPTON 20z,Quantity,2.0000,Set Retail,2.0000,y
1149573,CV6-LIP BRSK 20Z 2F$2 2 0617,LIP BRSK 2F2 WUB HOT FOOD,5,n,2017-06-01,2017-08-30,y,fd srv- BFAST/LUNCH SAND 2F$5,Quantity,2.0000,Set Retail,5.0000,y
1149573,CV6-LIP BRSK 20Z 2F$2 2 0617,,,,,,,CV6-LIPTON 20z,Quantity,2.0000,Set Retail,2.0000,y
1149566,CV6-LIP BRSK 20Z 2F$2 w2 0617,LIP BRSK 2F2 WUB HOT FOOD,5,n,2017-06-01,2017-08-30,y,fd srv- WEST HOT FOOD 2f$3,Quantity,2.0000,Set Retail,3.0000,y
1149566,CV6-LIP BRSK 20Z 2F$2 w2 0617,,,,,,,CV6-LIPTON 20z,Quantity,2.0000,Set Retail,2.0000,y
1153406,CV6-LIPTON 20z 3/$3,LIPTON 20z 3/$3,5,n,2018-05-01,2018-07-01,y,CV6-LIPTON 20z,Quantity,3.0000,Set Retail,3.0000,y
1150072,cv6-LIPTON 20Z HOT FOOD,LIP 20Z 2/$2-W HOT FOOD,15,n,2017-06-30,2017-08-31,y,CV6-LIPTON 20z,Quantity,2.0000,Set Retail,2.0000,y
1148431,CV6-LIPTON BRISK 1L 3F3 0717,LIPTON BRISK 1L 3F3,55,n,2017-06-23,2018-01-01,y,CV6 LIPTON BRISK 1L,Quantity,3.0000,Set Retail,3.0000,y
1148419,CV6-LIPTON PL 18.5z 4F5 0617,LIPTON PL 18.5z 4F5,10,n,2017-06-01,2017-06-28,y,CV6 LIPTON PL 18.5z,Quantity,4.0000,Set Retail,5.0000,y
1148420,CV6-LIPTON TH 14z 2F4.50 0217,LIPTON TH 14z 2F4.50,10,n,2017-02-01,2017-04-30,y,CVO-F 2F$4.50-2.69,Quantity,2.0000,Set Retail,4.5000,y
1149486,CV6-MILK GAL 2F5.99 0617,MILK GAL 2F5.99 SPECIAL,5,n,2017-06-01,2017-06-28,y,CV6 MILK GAL,Quantity,2.0000,Set Retail,5.9900,y
1150588,CV6-MILK HG 2F$4.00 0817,MILK HG 2F$4.00,10,n,2017-08-01,2017-08-30,y,CV6-MILK 1/2 GAL,Quantity,2.0000,Set Retail,4.0000,y
1152331,CV6-MINUTE MAID JUICE 2/$2.50,MINUTE MAID JUICE 2/$2.50,10,n,2018-01-02,2018-01-31,y,CV6- MINUTE MAID JUICE,Quantity,2.0000,Set Retail,2.5000,y
1156617,CV6-MM12zF$1 WUB Wfl Sdwch,MM12zF$1 WUB Wfl Sdwch,10,n,2018-11-29,2019-01-01,y,CV6- MINUTE MAID 12z,Quantity,1.0000,Set Retail,1.0000,y
1148887,CV6-MNSTR HYDRO 16Z 2F4 0517,MNSTR HYDRO 2F4 SPECIAL,10,n,2017-05-01,2017-07-31,y,CV6 MNSTR HYDRO 16Z,Quantity,2.0000,Set Retail,4.0000,y
1149484,CV6-MNSTR JAVA 3F7 0617,MNSTR JAVA 3F7 SPECIAL,9,n,2017-06-01,2018-01-01,y,CV6 MNSTR JAVA,Quantity,3.0000,Set Retail,7.0000,y
1150584,CV6-MNSTR MUSCLE 2F$5 0817,MNSTR MUSCLE 2F$5,15,n,2017-08-01,2017-10-01,y,CV6-Monster Muscle Milk,Quantity,2.0000,Set Retail,5.0000,y
1148906,CV6-MNSTR MUTANT 2F3.50 0517,MNSTR MUTANT 2F3.50 SPECIAL,10,n,2017-05-01,2017-08-30,y,CV6 MNTR MUTANT 20Z,Quantity,2.0000,Set Retail,3.5000,y
1148819,CV6-MONSTER 16z 3F5 0417,MONSTER 16z 3F5,1,n,2017-04-03,2017-05-18,y,CV6 MONSTER 16z,Quantity,3.0000,Set Retail,5.0000,y
1148030,CV6-MONSTER 16Z 4/$8 (HORRY),MONSTER 16Z 2/$4,1,n,2016-11-01,,y,CV6 MONSTER 16z,Quantity,4.0000,Set Retail,8.0000,y
1149932,CV6-MONSTER/NOS 3F8.00 0717,MONSTER/NOS 3F8.00,15,n,2017-06-29,2017-10-31,y,CV6-MONSTER/NOS 24Z,Quantity,3.0000,Set Retail,8.0000,y
1148876,CV6-MUSCLE MILK 14z 2F6 0517,MUSCLE MILK 14z SPECIAL,10,n,2017-05-01,2017-07-31,y,CV4 MUSCLE MILK 14z ALL,Quantity,2.0000,Set Retail,6.0000,y
1148894,CV6-NAKED JUICE 2.99 0517,NAKED JUICE 2.99 SPECIAL,10,n,2017-05-01,2017-07-31,y,CV6 NAKED JUICE 15.2OZ,Quantity,1.0000,Set Retail,2.9900,y
1156921,CV6-NESQUIK 14z 2F$3,NESQUIK 14z 2F$3,10,n,2018-11-30,2019-01-01,y,CVE-NESQUIK 14Z,Quantity,2.0000,Set Retail,3.0000,y
1153632,CV6-NESQUIK 14Z B1G1F1,NESQUIK 14Z B1G1F1,10,n,2018-05-01,2018-05-30,y,CVE-NESQUIK 14Z,Quantity,1.0000,Set Retail,1.0000,y
1155009,CV6-NESQUIK B1G1$1 AA,NESQUIK B1G1$1,15,n,2018-11-29,2019-01-01,y,CV6- NESQUIK 14Z SS $2.09 A,Quantity,1.0000,Set Retail,1.0000,y
1155010,CV6-NESQUIK B1G1$1 AB,NESQUIK B1G1$1,18,n,2018-11-29,2019-01-01,y,CV6- NESQUIK GS 14Z $1.89 B,Quantity,1.0000,Set Retail,1.0000,y
1155011,CV6-NESQUIK B1G1$1 BB,NESQUIK B1G1$1,19,n,2018-11-29,2019-01-01,y,CV6- NESQUIK GS 14Z $1.89 B,Quantity,1.0000,Set Retail,1.0000,y
1155012,CV6-NESQUIK B1G1$1 CA,NESQUIK B1G1$1,14,n,2018-11-29,2019-01-01,y,CV6- NESQUIK 14Z SS $2.09 A,Quantity,1.0000,Set Retail,1.0000,y
1155013,CV6-NESQUIK B1G1$1 CB,NESQUIK B1G1$1,17,n,2018-11-29,2019-01-01,y,CV6- NESQUIK GS 14Z $1.89 B,Quantity,1.0000,Set Retail,1.0000,y
1155014,CV6-NESQUIK B1G1$1 CC,NESQUIK B1G1$1,12,n,2018-11-29,2019-01-01,y,CV6- NESQUIK PRO PLUS $2.49 C,Quantity,1.0000,Set Retail,1.0000,y
1155015,CV6-NESQUIK B1G1$1 DA,NESQUIK B1G1$1,13,n,2018-11-29,2019-01-01,y,CV6- NESQUIK 14Z SS $2.09 A,Quantity,1.0000,Set Retail,1.0000,y
1155016,CV6-NESQUIK B1G1$1 DB,NESQUIK B1G1$1,16,n,2018-11-29,2019-01-01,y,CV6- NESQUIK GS 14Z $1.89 B,Quantity,1.0000,Set Retail,1.0000,y
1155017,CV6-NESQUIK B1G1$1 DC,NESQUIK B1G1$1,11,n,2018-11-29,2019-01-01,y,CV6- NESQUIK PRO PLUS $2.49 C,Quantity,1.0000,Set Retail,1.0000,y
