1000159,10034579
1000160,10033189
1000161,10007301
1000162,10007300
1000163,10039097
1000164,10009904
1000165,10009903
1000166,10011457
1000167,10011456
1000168,10007303
1000169,10007302
1000170,10008694
1000171,10008693
1000172,10009906
1000173,10009905
1000174,10011459
1000175,10011458
1000176,10007305
1000177,10007304
1000178,10048675
1000179,10009908
1000180,10009907
1000181,10011461
1000182,10011460
1000183,10007307
1000184,10007306
1000185,10008696
1000186,10008695
1000187,10009910
1000188,10009909
1000189,10011463
1000190,10011462
1000191,10007309
1000192,10007308
1000193,10008698
1000194,10008697
1000195,10009912
1000196,10009911
1000197,10011465
1000198,10011464
1000199,10007311
1000200,10007310
1000201,10008700
1000202,10008699
1000203,10009914
1000204,10009913
1000205,10011467
1000206,10011466
1000207,10007313
1000208,10007312
1000209,10008702
1000210,10008701
1000211,10009916
1000212,10009915
1000213,10011469
1000214,10011468
1000215,10007315
1000216,10007314
1000217,10008704
1000218,10008703
1000219,10009918
1000220,10009917
1000221,10011471
1000222,10011470
1000223,10007317
1000224,10007316
1000225,10008706
1000226,10008705
1000227,10009920
1000228,10009919
1000231,10008708
1000232,10008707
1000234,10047599
1000241,10009922
1000242,10009921
1000243,10011473
1000244,10011472
1000245,10007319
1000246,10007318
1000247,10008710
1000248,10008709
1000249,10009924
1000250,10009923
1000251,10020555
1000252,10007321
1000253,10007320
1000254,10008712
1000255,10008711
1000256,10009926
1000257,10009925
1000258,10026181
1000259,10007323
1000260,10007322
1000261,10008714
1000262,10008713
1000263,10030398
1000264,10011475
1000265,10011474
1000266,10007325
1000267,10007324
1000268,10008716
1000269,10008715
1000270,10009928
1000271,10009927
1000272,10011477
1000273,10011476
1000274,10037389
1000275,10008718
1000276,10008717
1000277,10009930
1000278,10009929
1000279,10011479
1000280,10011478
1000281,10007327
1000282,10007326
1000283,10045867
1000284,10047600
1000285,10011481
1000286,10011480
1000287,10007329
1000288,10007328
1000289,10008720
1000290,10008719
1000291,10052806
1000292,10054514
1000293,10007331
1000294,10007330
1000295,10008722
1000296,10008721
1000297,10009932
1000298,10009931
1000299,10016289
1000302,10009934
1000303,10009933
1000305,10023798
1000306,10025080
1000307,10026182
1000308,10027596
1000309,10029285
1000310,10030399
1000311,10009936
1000312,10009935
1000313,10034580
1000314,10033190
1000316,10039098
1000317,10011483
1000318,10011482
1000319,10041913
1000320,10040511
1000321,10043356
1000322,10044894
1000323,10045868
1000324,10047601
1000325,10048676
1000326,10011485
1000327,10011484
1000328,10050348
1000329,10021764
1000330,10023810
1000331,10025093
1000332,10008728
1000333,10008727
1000334,10027604
1000335,10029295
1000336,10030410
1000337,10008730
1000338,10008729
1000339,10034590
1000340,10011489
1000341,10011488
1000342,10007339
1000343,10007338
1000344,10008732
1000345,10008731
1000346,10009942
1000347,10009941
1000348,10011491
1000349,10011490
1000350,10007341
1000351,10007340
1000352,10008734
1000353,10008733
1000354,10009944
1000355,10009943
1000356,10011493
1000357,10011492
1000358,10007343
1000359,10007342
1000360,10008736
1000361,10008735
1000362,10009946
1000363,10009945
1000364,10050360
1000365,10052817
1000366,10008738
1000367,10008737
1000368,10009948
1000369,10009947
1000370,10013779
1000371,10007345
1000372,10007344
1000373,10016302
1000374,10009950
1000375,10009949
1000376,10019518
1000377,10007347
1000378,10007346
1000379,10021765
1000380,10009952
1000381,10009951
1000382,10011495
1000383,10011494
1000384,10007349
1000385,10007348
1000386,10008740
1000387,10008739
1000388,10009954
1000389,10009953
1000390,10011497
1000391,10011496
1000392,10007351
1000393,10007350
1000394,10008742
1000395,10008741
1000396,10009956
1000397,10009955
1000398,10036380
1000399,10007353
1000400,10007352
1000401,10037399
1000402,10009958
1000403,10009957
1000404,10011499
1000405,10011498
1000406,10007355
1000407,10007354
1000408,10008744
1000409,10008743
1000410,10009960
1000411,10009959
1000412,10011501
1000413,10011500
1000414,10007357
1000415,10007356
1000416,10008746
1000417,10008745
1000418,10009962
1000419,10009961
1000420,10011503
1000421,10011502
1000422,10007359
1000423,10007358
1000424,10008748
1000425,10008747
1000426,10009964
1000427,10009963
1000428,10011505
1000429,10011504
1000430,10016303
1000431,10008750
1000432,10008749
1000433,10019519
1000434,10011507
1000435,10011506
1000436,10021766
1000437,10008752
1000438,10008751
1000439,10025094
1000440,10011509
1000441,10011508
1000442,10007361
1000443,10007360
1000444,10008754
1000445,10008753
1000446,10009966
1000447,10009965
1000450,10008756
1000451,10008755
1000452,10009968
1000453,10009967
1000454,10011511
1000455,10011510
1000456,10037400
1000457,10008758
1000458,10008757
1000459,10009970
1000460,10009969
1000461,10011513
1000462,10011512
1000463,10007363
1000464,10007362
1000465,10045880
1000466,10047610
1000467,10048688
1000468,10007365
1000469,10007364
1000470,10008760
1000471,10008759
1000472,10009972
1000473,10009971
1000474,10011515
1000475,10011514
1000476,10012396
1000477,10008762
1000478,10008761
1000479,10009974
1000480,10009973
1000481,10011517
1000482,10011516
1000483,10017721
1000484,10008764
1000485,10008763
1000486,10009976
1000487,10009975
1000488,10011519
1000489,10011518
1000490,10023811
1000491,10025095
1000492,10026190
1000493,10011521
1000494,10011520
1000495,10007367
1000496,10007366
1000497,10030411
1000498,10009978
1000499,10009977
1000500,10011523
1000501,10011522
1000502,10033202
1000503,10036381
1000504,10009980
1000505,10009979
1000506,10037401
1000507,10041924
1000508,10008766
1000509,10008765
1000510,10062691
1000511,10063563
1000512,10007369
1000513,10007368
1000514,10008768
1000515,10008767
1000516,10048689
1000517,10051422
1000518,10007371
1000519,10007370
1000520,10008770
1000521,10008769
1000522,10009982
1000523,10009981
1000524,10012397
1000525,10013780
1000526,10014891
1000527,10016304
1000528,10017722
1000529,10019520
1000530,10008772
1000531,10008771
1000532,10009984
1000533,10009983
1000534,10000178
1000535,10007373
1000536,10007372
1000538,10009986
1000539,10009985
1000540,10029296
1000541,10007375
1000542,10007374
1000543,10008774
1000544,10008773
1000545,10009988
1000546,10009987
1000547,10011525
1000548,10011524
1000549,10036382
1000550,10008776
1000551,10008775
1000552,10009990
1000553,10009989
1000554,10011527
1000555,10011526
1000556,10007377
1000557,10007376
1000558,10008778
1000559,10008777
1000560,10044904
1000561,10011529
1000562,10011528
1000564,10048690
1000565,10051423
1000566,10050361
1000567,10007379
1000568,10007378
1000570,10009992
1000571,10009991
1000573,10014892
1000574,10016305
1000575,10009994
1000576,10009993
1000577,10019521
1000578,10007381
1000579,10007380
1000580,10008780
1000581,10008779
1000582,10009996
1000583,10009995
1000584,10025096
1000585,10026191
1000586,10062693
1000587,10062692
1000588,10063564
1000589,10061823
1000590,10062694
1000591,10034591
1000594,10039110
1000595,10008782
1000596,10008781
1000597,10009998
1000598,10009997
1000599,10011531
1000600,10011530
1000601,10007383
1000602,10007382
1000603,10008784
1000604,10008783
1000605,10010000
1000606,10009999
1000607,10011533
1000608,10011532
1000609,10007385
1000610,10007384
1000611,10051424
1000612,10010002
1000613,10010001
1000614,10052818
1000615,10054526
1000616,10012398
1000617,10013781
1000618,10014893
1000619,10016306
1000620,10017723
1000621,10019522
1000622,10020567
1000623,10021767
1000624,10023812
1000625,10025097
1000626,10026192
1000627,10027605
1000628,10029297
1000629,10030412
1000630,10011535
1000631,10011534
1000632,10007387
1000633,10007386
1000635,10036383
1000636,10039111
1000637,10007389
1000638,10007388
1000639,10041925
1000640,10040523
1000641,10043368
1000642,10044905
1000643,10045881
1000644,10010004
1000645,10010003
1000646,10011537
1000647,10011536
1000648,10051425
1000649,10050362
1000650,10052819
1000651,10054527
1000652,10012399
1000653,10013782
1000655,10016307
1000656,10017724
1000657,10019523
1000658,10020568
1000659,10021768
1000660,10023813
1000661,10025098
1000662,10026193
1000663,10000179
1000664,10007391
1000665,10007390
1000666,10030413
1000667,10031781
1000669,10033203
1000670,10036384
1000672,10037402
1000673,10041926
1000675,10043369
1000676,10044906
1000678,10047611
1000680,10051426
1000681,10050363
1000682,10052820
1000683,10054528
1000684,10012400
1000685,10013783
1000686,10014894
1000687,10016308
1000688,10017725
1000689,10019524
1000690,10020569
1000691,10021769
1000692,10023814
1000694,10026194
1000695,10027606
1000697,10004810
1000698,10031782
1000699,10034592
1000700,10033204
1000701,10036385
1000702,10039112
1000703,10037403
1000705,10040524
1000706,10043370
1000707,10044907
1000708,10045882
1000709,10047612
1000710,10048691
1000711,10051427
1000712,10050364
1000713,10052821
1000714,10054529
1000716,10013784
1000717,10004811
1000718,10016309
1000719,10010006
1000720,10010005
1000721,10019525
1000722,10007393
1000723,10007392
1000724,10021770
1000725,10023815
1000726,10025099
1000727,10026195
1000728,10027607
1000729,10029298
1000730,10030414
1000731,10031783
1000732,10034593
1000733,10033206
1000734,10036386
1000736,10037405
1000737,10041927
1000738,10003477
1000739,10043371
1000740,10044908
1000741,10045883
1000742,10047613
1000743,10048692
1000744,10051428
1000745,10050365
1000746,10052822
1000747,10054530
1000748,10012401
1000749,10013785
1000750,10014895
1000752,10017726
1000753,10019526
1000754,10020570
1000755,10021771
1000756,10000986
1000757,10025100
1000758,10026197
1000759,10027609
1000760,10029300
1000761,10030415
1000762,10031785
1000763,10034594
1000764,10033208
1000765,10036387
1000766,10039114
1000767,10037406
1000769,10040525
1000770,10043372
1000771,10044909
1000772,10045884
1000773,10047614
1000774,10048693
1000775,10051429
1000776,10050366
1000777,10052823
1000778,10054531
1000779,10012402
1000780,10013786
1000781,10014896
1000782,10016310
1000783,10017727
1000784,10019527
1000785,10020571
1000786,10021772
1000787,10023817
1000788,10025101
1000789,10026198
1000790,10027610
1000791,10029301
1000792,10030416
1000793,10031786
1000794,10034595
1000795,10033209
1000796,10036388
1000797,10039115
1000798,10037407
1000799,10041928
1000800,10040526
1000801,10043373
1000802,10044910
1000803,10045885
1000804,10047615
1000805,10048694
1000806,10051430
1000807,10050367
1000808,10052824
1000809,10054532
1000810,10012403
1000811,10013787
1000812,10014897
1000813,10016311
1000814,10017728
1000815,10019528
1000816,10020572
1000817,10021773
1000818,10023818
1000819,10025102
1000821,10027611
1000822,10029302
1000823,10030417
1000825,10034596
1000826,10033210
1000827,10002355
1000829,10037408
1000830,10041929
1000831,10040527
1000832,10043374
1000835,10047616
1000836,10048695
1000837,10051431
1000838,10050368
1000839,10052825
1000840,10054533
1000842,10013788
1000843,10014898
1000844,10016312
1000845,10017729
1000846,10019529
1000847,10020573
1000848,10021774
1000849,10023819
1000850,10025103
1000851,10026199
1000852,10027612
1000853,10052807
1000854,10054515
1000856,10013767
1000857,10014878
1000858,10016290
1000859,10017708
1000860,10000985
1000861,10020556
1000862,10021753
1000863,10023799
1000864,10025081
1000865,10026183
1000866,10030400
1000869,10033191
1000870,10036372
1000871,10039099
1000872,10037390
1000873,10041914
1000874,10040512
1000875,10043357
1000876,10044895
1000877,10045869
1000878,10047602
1000879,10048677
1000880,10051410
1000881,10050349
1000882,10052808
1000883,10054516
1000884,10012385
1000885,10013768
1000886,10014879
1000888,10017709
1000889,10019508
1000890,10020557
1000891,10021754
1000892,10023800
1000893,10025082
1000894,10026184
1000895,10027597
1000896,10029286
1000897,10030401
1000898,10031773
1000899,10034581
1000900,10033192
1000901,10036373
1000902,10039100
1000903,10037391
1000904,10041915
1000905,10040513
1000906,10043358
1000907,10044896
1000908,10045870
1000909,10047603
1000910,10048678
1000911,10051411
1000912,10050350
1000913,10052809
1000914,10054517
1000915,10012386
1000916,10013769
1000917,10014880
1000918,10016291
1000919,10017710
1000920,10019509
1000921,10020558
1000922,10021755
1000923,10023801
1000924,10025083
1000925,10026185
1000926,10027598
1000927,10029287
1000928,10030402
1000929,10031774
1000930,10034582
1000931,10033193
1000932,10036374
1000933,10039101
1000934,10037392
1000935,10041916
1000936,10040514
1000937,10043359
1000938,10044897
1000939,10045871
1000940,10047604
1000941,10048679
1000942,10051412
1000943,10050351
1000944,10052810
1000945,10054518
1000946,10012387
1000947,10013770
1000948,10014881
1000949,10016292
1000950,10017711
1000951,10019510
1000952,10020559
1000953,10021756
1000954,10023802
1000955,10025084
1000956,10026186
1000957,10027599
1000958,10029288
1000959,10030403
1000960,10031775
1000961,10034583
1000962,10033194
1000963,10036375
1000964,10039102
1000965,10037393
1000966,10041917
1000967,10040515
1000968,10043360
1000970,10045872
1000971,10047605
1000972,10048680
1000973,10051413
1000974,10050352
1000975,10052811
1000976,10054519
1000977,10012388
1000978,10013771
1000979,10014882
1000980,10016293
1000981,10017712
1000982,10064772
1000985,10023803
1000986,10025085
1000988,10027600
1000989,10029289
1000990,10030404
1000991,10031776
1000992,10034584
1000993,10033196
1000995,10039103
1000996,10004809
1000997,10005713
1000998,10040516
1000999,10043361
1001000,10044898
1001001,10045873
1001002,10047606
1001003,10048681
1001004,10051414
1001005,10050353
1001006,10052812
1001007,10054520
1001008,10012389
1001009,10013772
1001010,10014883
1001011,10016294
1001012,10017713
1001013,10019511
1001015,10021757
1001016,10023804
1001017,10025086
1001018,10007333
1001019,10007332
1001020,10008724
1001021,10008723
1001022,10009938
1001023,10009937
1001024,10030405
1001025,10007335
1001026,10007334
1001027,10008726
1001028,10008725
1001029,10033197
1001030,10011487
1001031,10011486
1001032,10039104
1001033,10037394
1001034,10041918
1001035,10040517
1001036,10043362
1001038,10045874
1001040,10048682
1001041,10051415
1001042,10050354
1001043,10052813
1001045,10012390
1001047,10014884
1001048,10016295
1001049,10017714
1001050,10019512
1001051,10020560
1001052,10021758
1001053,10023805
1001054,10025087
1001055,10026187
1001056,10027601
1001057,10029290
1001058,10030406
1001059,10031777
1001060,10034585
1001061,10033198
1001062,10036376
1001063,10039105
1001064,10037395
1001065,10041919
1001066,10040518
1001067,10043363
1001068,10044899
1001069,10045875
1001070,10047607
1001071,10048683
1001072,10051416
1001073,10050355
1001074,10052814
1001075,10054521
1001076,10012391
1001077,10013773
1001078,10014885
1001079,10016296
1001080,10017715
1001081,10019513
1001082,10020561
1001083,10021759
1001084,10023806
1001085,10025088
1001086,10026188
1001087,10027602
1001088,10029291
1001089,10030407
1001090,10031778
1001091,10034586
1001092,10033199
1001093,10036377
1001094,10039106
1001096,10041920
1001097,10040519
1001098,10043364
1001099,10044900
1001100,10045876
1001101,10047608
1001102,10048684
1001103,10051417
1001104,10050356
1001105,10002352
1001106,10054522
1001107,10012392
1001108,10013774
1001109,10014886
1001110,10016297
1001111,10017716
1001112,10019514
1001113,10020562
1001114,10021760
1001115,10023807
1001116,10025089
1001117,10026189
1001118,10005715
1001119,10005714
1001120,10029292
1001134,10048685
1001135,10051418
1001136,10050357
1001137,10052815
1001138,10054523
1001139,10012393
1001140,10013775
1001142,10014887
1001143,10016298
1001144,10017717
1001145,10019515
1001146,10020563
1001147,10021761
1001148,10003475
1001149,10003474
1001150,10025090
1001152,10027603
1001153,10029293
1001154,10030408
1001155,10007337
1001156,10007336
1001157,10034587
1001158,10009940
1001159,10009939
1001160,10002353
1001161,10039107
1001162,10037396
1001163,10041921
1001164,10040520
1001165,10043365
1001166,10044901
1001167,10045877
1001168,10047609
1001169,10048686
1001170,10051419
1001171,10050358
1001173,10054524
1001174,10012394
1001175,10013776
1001176,10014888
1001177,10016299
1001178,10017718
1001179,10019516
1001180,10020564
1001181,10021762
1001182,10023808
1001183,10025091
1001184,10063561
1001185,10061821
1001186,10062689
1001187,10063562
1001188,10031779
1001189,10034588
1001190,10033200
1001191,10036378
1001192,10039108
1001193,10037397
1001194,10041922
1001195,10040521
1001196,10043366
1001197,10044902
1001198,10045878
1001200,10048687
1001201,10051420
1001202,10050359
1001206,10013777
1001207,10014889
1001208,10016300
1001209,10017719
1001211,10020565
1001212,10021763
1001213,10023809
1001214,10025092
1001216,10062690
1001217,10029294
1001218,10030409
1001219,10031780
1001220,10034589
1001221,10033201
1001222,10036379
1001223,10039109
1001224,10037398
1001225,10041923
1001226,10040522
1001227,10043367
1001228,10044903
1001229,10045879
1001230,10002354
1001231,10003476
1001232,10051421
1001233,10061822
1001234,10052816
1001235,10054525
1001236,10012395
1001237,10013778
1001238,10014890
1001239,10016301
1001242,10020566
1001243,10029303
1001244,10030418
1001245,10031787
1001246,10034597
1001247,10033211
1001248,10036389
1001249,10039116
1001250,10037409
1001251,10041930
1001252,10040528
1001253,10043375
1001254,10044911
1001255,10045886
1001256,10047617
1001257,10048696
1001258,10051432
1001259,10050369
1001260,10052826
1001262,10012404
1001263,10013789
1001264,10014899
1001266,10017730
1001267,10019530
1001268,10020574
1001269,10021775
1001270,10023820
1001271,10025104
1001272,10026200
1001273,10027613
1001274,10029304
1001275,10030419
1001276,10031788
1001277,10034598
1001278,10033212
1001279,10036390
1001280,10039117
1001281,10037410
1001282,10041931
1001283,10040529
1001284,10043376
1001285,10044912
1001286,10045887
1001287,10047618
1001288,10048697
1001289,10051433
1001290,10050370
1001291,10052827
1001292,10054534
1001293,10003479
1001294,10003478
1001295,10013790
1001296,10014900
1001297,10016313
1001298,10017731
1001300,10020575
1001302,10023821
1001303,10025105
1001304,10026201
1001305,10027614
1001306,10029305
1001307,10030420
1001308,10031789
1001309,10034599
1001310,10033213
1001311,10036391
1001312,10039118
1001313,10037411
1001314,10041932
1001315,10040530
1001316,10043377
1001317,10044913
1001318,10045888
1001319,10047619
1001320,10048698
1001321,10051434
1001322,10050371
1001323,10052828
1001327,10008786
1001328,10008785
1001329,10010008
1001330,10010007
1001331,10017732
1001332,10019531
1001333,10020576
1001334,10063565
1001335,10061824
1001336,10062695
1001337,10063566
1001338,10061825
1001339,10062696
1001340,10063567
1001341,10061826
1001342,10062697
1001343,10063568
1001344,10061827
1001345,10062698
1001346,10063569
1001347,10061828
1001348,10062699
1001349,10063570
1001350,10061829
1001351,10062700
1001352,10063571
1001353,10061830
1001354,10010010
1001355,10010009
1001356,10011539
1001357,10011538
1001358,10052829
1001359,10054535
1001360,10005716
1001361,10058873
1001362,10059776
1001363,10016314
1001364,10017733
1001365,10019532
1001366,10020577
1001367,10021777
1001368,10023822
1001369,10025106
1001370,10026202
1001371,10027615
1001372,10029306
1001373,10030421
1001374,10031790
1001375,10034600
1001376,10033214
1001377,10036392
1001380,10041933
1001384,10045889
1001385,10047620
1001387,10060168
1001388,10050372
1001389,10052830
1001390,10054536
1001391,10012405
1001393,10014901
1001394,10016315
1001395,10017734
1001396,10019533
1001397,10020578
1001398,10021778
1001399,10023823
1001400,10025107
1001401,10026203
1001402,10027616
1001403,10029307
1001404,10030422
1001405,10031791
1001406,10034601
1001407,10033215
1001408,10036393
1001409,10039119
1001410,10037412
1001411,10041934
1001412,10040531
1001413,10043378
1001414,10044914
1001415,10045890
1001416,10047621
1001417,10048699
1001418,10051435
1001419,10050373
1001420,10052831
1001421,10054537
1001422,10012406
1001423,10013791
1001424,10014902
1001425,10016316
1001426,10017735
1001428,10020579
1001429,10021779
1001430,10023824
1001431,10025108
1001432,10026204
1001433,10027617
1001434,10029308
1001435,10030423
1001436,10031792
1001437,10034602
1001438,10033216
1001440,10039120
1001441,10037413
1001442,10041935
1001443,10040532
1001444,10043379
1001445,10044915
1001446,10045891
1001447,10047622
1001448,10048700
1001449,10051436
1001450,10050374
1001451,10052832
1001452,10054538
1001453,10012407
1001454,10013792
1001455,10014903
1001456,10016317
1001457,10017736
1001458,10019534
1001459,10020581
1001460,10020580
1001461,10021781
1001462,10021780
1001463,10023825
1001464,10025109
1001465,10026205
1001466,10027618
1001467,10029309
1001468,10030424
1001469,10031793
1001470,10034603
1001471,10033217
1001472,10036394
1001473,10039121
1001474,10037414
1001475,10041936
1001476,10040533
1001477,10043380
1001478,10044916
1001479,10045892
1001480,10047623
1001481,10048701
1001482,10051437
1001483,10050375
1001484,10052833
1001485,10054539
1001486,10012408
1001488,10025110
1001489,10026206
1001490,10027619
1001491,10000987
1001493,10031794
1001494,10007395
1001495,10007394
1001496,10037415
1001497,10041938
1001498,10041937
1001499,10040535
1001500,10040534
1001501,10043381
1001502,10044917
1001503,10045893
1001504,10047624
1001505,10048702
1001506,10051438
1001507,10050376
1001508,10052834
1001509,10054540
1001510,10012409
1001511,10013793
1001512,10014904
1001513,10016318
1001514,10017737
1001515,10019535
1001516,10020582
1001517,10021782
1001518,10023826
1001519,10025111
1001520,10026207
1001521,10027620
1001522,10029310
1001523,10030425
1001524,10031795
1001525,10034604
1001526,10033218
1001527,10036395
1001529,10037416
1001530,10041939
1001531,10040536
1001532,10043382
1001533,10044918
1001534,10045894
1001535,10047625
1001536,10048703
1001537,10051439
1001538,10050377
1001539,10052835
1001540,10017738
1001542,10023827
1001543,10034605
1001544,10033219
1001545,10036396
1001546,10039122
1001547,10037417
1001548,10041940
1001549,10040537
1001550,10043383
1001551,10044919
1001552,10045895
1001553,10047626
1001554,10048704
1001555,10052836
1001556,10034606
1001557,10033220
1001560,10037418
1001561,10041941
1001562,10040538
1001563,10043384
1001564,10044920
1001565,10045896
1001566,10047627
1001567,10048705
1001568,10051440
1001569,10050378
1001570,10052837
1001571,10031796
1001572,10034607
1001573,10033221
1001574,10036397
1001575,10039123
1001576,10037419
1001577,10041942
1001578,10044921
1001579,10045897
1001580,10047628
1001581,10048706
1001582,10051441
1001583,10050379
1001584,10052838
1001585,10054541
1001586,10012410
1001587,10013794
1001588,10014905
1001589,10016319
1001590,10017739
1001591,10019536
1001592,10020583
1001593,10021783
1001594,10023828
1001595,10025112
1001596,10026208
1001597,10027621
1001598,10063572
1001599,10061831
1001600,10062701
1001601,10063573
1001602,10061832
1001603,10062702
1001604,10040539
1001605,10061833
1001606,10044922
1001607,10045898
1001609,10048707
1001610,10051442
1001611,10050380
1001612,10052839
1001613,10054542
1001614,10012411
1001615,10013795
1001616,10014906
1001617,10016320
1001618,10017740
1001619,10019537
1001620,10034608
1001621,10041943
1001622,10040540
1001623,10043385
1001624,10044923
1001625,10045899
1001626,10047629
1001627,10016321
1001629,10057081
1001630,10020584
1001631,10021784
1001633,10025113
1001634,10026209
1001635,10027622
1001636,10029311
1001637,10030426
1001638,10061834
1001639,10034609
1001641,10036398
1001643,10037420
1001644,10041944
1001645,10040541
1001646,10043386
1001647,10044924
1001648,10045900
1001649,10047630
1001650,10048708
1001651,10051443
1001652,10050381
1001653,10052840
1001654,10054543
1001655,10012412
1001656,10013796
1001657,10014907
1001658,10016322
1001659,10017741
1001660,10019538
1001661,10020585
1001662,10021785
1001663,10023829
1001664,10025114
1001665,10026210
1001666,10027623
1001667,10029312
1001668,10030427
1001669,10031797
1001670,10034610
1001671,10033222
1001672,10036399
1001673,10039124
1001674,10037421
1001675,10041945
1001676,10040542
1001677,10043387
1001678,10044925
1001679,10045901
1001680,10047631
1001683,10050382
1001684,10052841
1001685,10054544
1001686,10012413
1001687,10013797
1001688,10014908
1001689,10016323
1001690,10017742
1001691,10019539
1001692,10020586
1001693,10021786
1001694,10023830
1001695,10025115
1001696,10026211
1001697,10027624
1001698,10031798
1001699,10034611
1001700,10033223
1001701,10036400
1001702,10039125
1001703,10037422
1001704,10041946
1001705,10040543
1001706,10043388
1001707,10044926
1001708,10045902
1001709,10047632
1001710,10048709
1001711,10051444
1001712,10050383
1001714,10054545
1001715,10012414
1001716,10013798
1001717,10014909
1001718,10016324
1001719,10017743
1001720,10019540
1001721,10020587
1001722,10021787
1001723,10023831
1001724,10025116
1001725,10026212
1001726,10027625
1001727,10029313
1001728,10030428
1001729,10031799
1001730,10034612
1001731,10033224
1001732,10036401
1001733,10039126
1001734,10037423
1001735,10041947
1001736,10040544
1001737,10043389
1001738,10044927
1001739,10045903
1001740,10008788
1001741,10008787
1001742,10048710
1001743,10051445
1001744,10050384
1001745,10052842
1001746,10054546
1001747,10012415
1001748,10013799
1001749,10014910
1001750,10016325
1001751,10017744
1001752,10019541
1001753,10020588
1001754,10021788
1001755,10023832
1001756,10025117
1001757,10026213
1001758,10027626
1001759,10029314
1001760,10030429
1001761,10031800
1001762,10034613
1001763,10036402
1001764,10039127
1001765,10037424
1001766,10041948
1001767,10040545
1001768,10043390
1001769,10003480
1001770,10045904
1001771,10047633
1001772,10048711
1001773,10051446
1001774,10050385
1001775,10004812
1001776,10054547
1001777,10012416
1001778,10013800
1001780,10016326
1001781,10017745
1001782,10019542
1001783,10020589
1001784,10021789
1001785,10023833
1001786,10025118
1001787,10026214
1001788,10027627
1001789,10029315
1001790,10030430
1001791,10031801
1001792,10034614
1001793,10033225
1001794,10036403
1001795,10039128
1001796,10037425
1001797,10041949
1001798,10040546
1001799,10043391
1001801,10045905
1001802,10047634
1001803,10048712
1001804,10051447
1001805,10050386
1001806,10052843
1001807,10054548
1001809,10000001
1001810,10014911
1001811,10016327
1001812,10017746
1001813,10019543
1001815,10021790
1001816,10023834
1001817,10025119
1001818,10026215
1001819,10027628
1001820,10029316
1001821,10030431
1001822,10031802
1001823,10034615
1001824,10033226
1001825,10036404
1001826,10039129
1001827,10037426
1001828,10041950
1001829,10040547
1001830,10043392
1001831,10044928
1001834,10048713
1001835,10051448
1001836,10050387
1001837,10052844
1001838,10055789
1001839,10012417
1001840,10058874
1001841,10059777
1001842,10016328
1001843,10017747
1001844,10020590
1001845,10021791
1001846,10023835
1001847,10025120
1001848,10026216
1001849,10027629
1001850,10063574
1001852,10031803
1001853,10034616
1001854,10033227
1001855,10036405
1001856,10039130
1001857,10037427
1001858,10041951
1001859,10040548
1001860,10010012
1001861,10010011
1001862,10044929
1001863,10045906
1001864,10047635
1001865,10048714
1001866,10051449
1001867,10050388
1001868,10052845
1001869,10054549
1001870,10012418
1001871,10013801
1001872,10063575
1001882,10034617
1001883,10033228
1001884,10036406
1001885,10039131
1001886,10037428
1001887,10041952
1001888,10040549
1001889,10062703
1001890,10044930
1001891,10011541
1001892,10011540
1001893,10007397
1001894,10007396
1001895,10008790
1001896,10008789
