,,Common Item Properties,,,,,,,,,Tracking,,,,,,,,,Unit of Measure Conversions,,,,,,,,,,Selling,,,,,,,,,,,,,      Attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item Groups,,,,,,,,,
Item ExternalID,Purged in BC,Item Name*,Item Description*,SoldAs*,Category*,Base UOM Class*,Reported In UOM,Manufacturer,SKUNumber,Taxability*,,,,,,,,,,Conversion 1,,,,,Conversion 2,,,,,Base Properties,,,,,,Retail Packs,,,,,,,Attribute #1,,Attribute #2,,Attribute #3,,Attribute #4,,Attribute #5,,Attribute #6,,Attribute #7,,Attribute #8,,Attribute #9,,Attribute #10,,Attribute #11,,Attribute #12,,Attribute #13,,Attribute #14,,Attribute #15,,Attribute #16,,Attribute #17,,Attribute #18,,Attribute #19,,Attribute #20,,Attribute #21,,Attribute #22,,Attribute #23,,Attribute #24,,Attribute #25,,Attribute #26,,Attribute #27,,Attribute #28,,Attribute #29,,Attribute #30,,,,,,,,,,,
,,,,,,,,,,,Active*,Track*,Expense Upon Receiving,Allow Fractional Quantities,Set Variance to Zero,Waste Tolerence,Missing Tolerence,Default Adjustment UOM,Default Transfer UOM,From UOM,From Qty,To Class,To UOM,To Qty,From UOM,From Qty,To Class,To UOM,To Qty,Retail Strategry,Prompt for Qty at POS*,Auto Queue Shelf Label*,Requires Swipe at POS*,Credit Category,Shelf Label UOM,Pack Name*,Pack Qty*,Retail Level Group,External Id*,List Price*,Barcode Type*,Barcode Number*,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Item Group #1,Item Group #2,Item Group #3,Item Group #4,Item Group #5,Item Group #6,Item Group #7,Item Group #8,Item Group #9,Item Group #10
37003292,n,STRIKE RUM DK 750ML,,g,401 03 001 Liquor,Count,,STRIKE SPIRITS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003292-1,88.88,u,_853288007380,Brand-***,STRIKE SPIRITS,Manufacturer-***,STRIKE SPIRITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003293,n,STRIKE VODKA 750ML,,g,401 03 001 Liquor,Count,,STRIKE SPIRITS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003293-1,88.88,u,_853288007267,Brand-***,STRIKE SPIRITS,Product Size-***,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003294,n,STRIKE RUM WT 750ML,,g,401 03 001 Liquor,Count,,STRIKE SPIRITS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003294-1,88.88,u,_853288007410,Flavor Type-***,Rum,Product Size-***,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003295,n,STRIKE WHISKEY 750ML,,g,401 03 001 Liquor,Count,,STRIKE SPIRITS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003295-1,88.88,u,_853288007403,Brand-***,STRIKE SPIRITS,Flavor Type-***,Tequila,Product Size-***,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003296,n,STRIKE TEQUILA 750ML,,g,401 03 001 Liquor,Count,,STRIKE SPIRITS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003296-1,88.88,u,_853288007373,Brand-***,STRIKE SPIRITS,Flavor Type-***,Tequila,Manufacturer-***,STRIKE SPIRITS,Product Size-***,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003297,n,YES WAY ROSE 750ML,,g,401 02 001 Wine,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Wine,37003297-1,88.88,u,_842790021564,Brand-***,Prestige,Manufacturer-***,Prestige Brands,Manufacturer-***,Prestige Wine Group,Product Size-***,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003298,n,YES WAY ROSE 4PK 250ML CN,,g,401 02 001 Wine,Count,,,YES WAY ROSE 250ML CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,250,,,,,,Alcohol,n,y,n,,,4-Each,4,Wine,37003298-4,88.88,u,_842760029583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124664,n,HAMBURG LAKEVIEW LAGER 6PK 12Z CN,,g,401 01 004 High End,Count,,HAMBURG BREWING COMPANY,HAMBURG LAKEVIEW LAGER 12Z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,1124664-6,13.99,u,_851872006337,Brand-***,HAMBURG BREWING COMPANY,Manufacturer-***,HAMBURG BREWING COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124665,n,REDDS WICKED SOUR APLE 24Z CN,,g,401 01 004 High End,Count,,MILLERCOORS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,24,,,,,,Alcohol,n,y,n,,,Each,1,Beer,1124665-1,88.88,u,_034100989552,Brand-***,REDD'S,Manufacturer-***,MILLERCOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124666,n,SIERRA NEVADA OTRA VEZ 6PK 12Z CN,,g,401 01 004 High End,Count,,SIERRA NEVADA,SIERRA NEVADA OTRA VEZ 12Z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,1124666-6,14.99,u,_083783535358,Brand-***,SIERRA NEVADA,Manufacturer-***,SIERRA NEVADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124668,n,NEW BELGIUM VOODOO IPA 19.2Z CN,,g,401 01 004 High End,Count,,NEW BELGIUM BREWING CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,19.2,,,,,,Alcohol,n,y,n,,,Each,1,Beer,1124668-1,3.99,u,_754527009045,Brand-***,NEW BELGIUM,Flavor Type-***,Beer,Manufacturer-***,NEW BELGIUM BREWING CO,Product Size-***,19.2oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124669,n,JEDS MULE KICKER 6PK 12Z CN,,g,401 01 004 High End,Count,,SARANAC BREWERY,JEDS MULE KICKER 12Z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,1124669-6,10.99,u,_009450021368,Flavor Type-***,Beer,Product Size-***,12oz,Product Size-***,6pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124670,n,FOUNDERS SSL 6PK 12Z CN,,g,401 01 004 High End,Count,,FOUNDERS BREWING CO,FOUNDERS SSL 12Z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,1124670-6,10.99,u,_642860150251,Brand-***,FOUNDERS,Flavor Type-***,Beer,Manufacturer-***,FOUNDERS BREWING CO,Product Size-***,12oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124671,n,PRESS POMEGRANATE GINGER 16Z CN,,g,401 01 004 High End,Count,,XYZ BVRG,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,16,,,,,,Alcohol,n,y,n,,,Each,1,Beer,1124671-1,3.99,u,_852313004905,Flavor Type-***,Beer,Product Size-***,16oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124672,n,PRESS BLABKBERRY HIBISCUS 16Z CN,,g,401 01 004 High End,Count,,XYZ BVRG,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,16,,,,,,Alcohol,n,y,n,,,Each,1,Beer,1124672-1,3.99,u,_852313004912,Flavor Type-***,Beer,Product Size-***,16oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003279,n,ALPINE DUET 6PK 12z LN,,g,401 01 004 High End,Count,,,ALPINE DUET 12z LN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003279-6,88.88,u,_832515000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003280,n,BALLAST POINT SCULPIN IPA 22z LN,,g,401 01 004 High End,Count,,CONSTELLATION,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,22,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003280-1,88.88,u,_672438000213,Brand-***,BALLAST POINT,Manufacturer-***,CONSTELLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003281,n,BALLAST POINT YLLWTL PALE ALE 6PK 12z LN,,g,401 01 004 High End,Count,,CONSTELLATION,BALLAST POINT YLLWTL PALE ALE 12z LN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003281-6,88.88,u,_672438000107,Brand-***,BALLAST POINT,Manufacturer-***,CONSTELLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003282,n,BOHEMIA CLASICA 6PK 12z LN,,g,401 01 004 High End,Count,,,BOHEMIA CLASICA 12z LN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003282-6,88.88,u,_089826700011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003283,n,DRAKES DENOGGINIZER 22z LN,,g,401 01 004 High End,Count,,DRAKES BREWING CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,22,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003283-1,88.88,u,_854957002019,Brand-***,DRAKES BREWING CO,Manufacturer-***,DRAKES BREWING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003284,n,FIRESTONE 805 12PK 12z CN,,g,401 01 004 High End,Count,,FIRESTONE WALKER BREWING CO,FIRESTONE 805 12z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,12-Each,12,Beer,37003284-12,88.88,u,_602755006353,Brand-***,FIRESTONE WALKER BREWING CO,Manufacturer-***,FIRESTONE WALKER BREWING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003285,n,LOST COAST GREAT WHITE 6PK 12z LN,,g,401 01 004 High End,Count,,,LOST COAST GREAT WHITE 12z LN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003285-6,88.88,u,_751249127064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003286,n,MIKES HARDER MANGO PUNCH 16z CN,,g,401 01 004 High End,Count,,MARK ANTHONY BRANDS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,16,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003286-1,88.88,u,_635985258582,Brand-***,MIKES,Manufacturer-***,MARK ANTHONY BRANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003287,n,NINKASI TOTAL DOMINATION 22z LN,,g,401 01 004 High End,Count,,NINKASI BREWING COMPANY,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,22,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003287-1,88.88,u,_892376002005,Brand-***,NINKASI BREWING COMPANY,Manufacturer-***,NINKASI BREWING COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003300,n,NINKASI TOTAL DOMINATION 6PK 12z LN,,g,401 01 004 High End,Count,,NINKASI BREWING COMPANY,NINKASI TOTAL DOMINATION 12z LN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003300-6,88.88,u,_892376002180,Brand-***,NINKASI BREWING COMPANY,Manufacturer-***,NINKASI BREWING COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003301,n,PACIFICO 24z LN,,g,401 01 004 High End,Count,,CONSTELLATION,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,24,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003301-1,88.88,u,_080660953311,Brand-***,PACIFICO,Manufacturer-***,CONSTELLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003302,n,REDDS 16z ALUM,,g,401 01 004 High End,Count,,MILLERCOORS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,16,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003302-1,88.88,u,_034100004040,Brand-***,REDD'S,Manufacturer-***,MILLERCOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003303,n,SAINT ARCHER HAZY IPA 6PK 12z CN,,g,401 01 004 High End,Count,,SAINT ARCHER BREWING CO.,SAINT ARCHER HAZY IPA 12z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003303-6,88.88,u,_857775007150,Brand-***,SAINT ARCHER BREWING CO.,Manufacturer-***,SAINT ARCHER BREWING CO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003304,n,SAINT ARCHER IPA 22z LN,,g,401 01 004 High End,Count,,SAINT ARCHER BREWING CO.,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,22,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003304-1,88.88,u,_856503004171,Brand-***,SAINT ARCHER BREWING CO.,Manufacturer-***,SAINT ARCHER BREWING CO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003305,n,SIERRA NEVADA OLD CHICO CRYSTL WHEAT 6PK 12z LN,,g,401 01 004 High End,Count,,SIERRA NEVADA,SIERRA NEVADA OLD CHICO CRYSTL WHEAT 12z LN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003305-6,88.88,u,_083783575316,Brand-***,SIERRA NEVADA,Manufacturer-***,SIERRA NEVADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003306,n,STONE IPA 12PK 12z LN,,g,401 01 004 High End,Count,,STONE BREWING CO,STONE IPA 12z LN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,12-Each,12,Beer,37003306-12,88.88,u,_636251770159,Brand-***,STONE,Manufacturer-***,STONE BREWING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003307,n,STONE SCORPION BOWL 22z LN,,g,401 01 004 High End,Count,,STONE BREWING CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,22,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003307-1,88.88,u,_636251741708,Brand-***,STONE,Manufacturer-***,STONE BREWING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003308,n,STONE TANGERINE EXPRESS 22z LN,,g,401 01 004 High End,Count,,STONE BREWING CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,22,,,,,,Alcohol,n,y,n,,,Each,1,Beer,37003308-1,88.88,u,_636251741524,Brand-***,STONE,Manufacturer-***,STONE BREWING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003309,n,TECATE LT 30PK 12z CN,,g,401 01 004 High End,Count,,HEINEKEN USA,TECATE LT 12z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,Alcohol,n,y,n,,,30-Each,30,Beer,37003309-30,88.88,u,_089826903009,Brand-***,TECATE,Manufacturer-***,HEINEKEN USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003310,n,10 BARREL ISA 6PK LN,,g,401 01 004 High End,Count,,10 BARREL BREWING CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003310-6,88.88,u,_851538002109,Brand-***,10 BARREL,Manufacturer-***,10 BARREL BREWING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003311,n,STONE RIPPER 6PK CN,,g,401 01 004 High End,Count,,STONE BREWING CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,Alcohol,n,y,n,,,6-Each,6,Beer,37003311-6,88.88,u,_636251741357,Brand-***,STONE,Manufacturer-***,STONE BREWING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003335,n,GORDONS VODKA 50ML,,g,401 03 001 Liquor,Count,,DIAGEO,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003335-1,88.88,u,_088600000156,Brand-***,GORDONS,Manufacturer-***,DIAGEO,,,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003336,n,GORDONS VODKA 750ML,,g,401 03 001 Liquor,Count,,DIAGEO,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003336-1,88.88,u,_087000003583,Brand-***,GORDONS,Manufacturer-***,DIAGEO,Product Size-***,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003337,n,HENNESSEY VS COGNAC 50ML,,g,401 03 001 Liquor,Count,,MOET HENNESSY USA,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003337-1,888.88,u,_088110150501,Brand-***,HENNESSY,LIQUOR PRODUCT GRPS-idc,HENNLQ  hennessy fmly,Manufacturer-***,MOET HENNESSY USA,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003338,n,LIBERTY CREEK PINK MOSCATO 500ML,,g,401 02 001 Wine,Count,,E&J GALLO WINERY,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,500,,,,,,Alcohol,n,y,n,,,Each,1,Wine,37003338-1,88.88,u,_085000026809,Brand-***,LIBERTY CREEK,Manufacturer-***,E&J GALLO WINERY,Product Size-***,500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003339,n,LIBERTY CREEK SWEET RED TETRA  500ML,,g,401 02 001 Wine,Count,,E&J GALLO WINERY,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,500,,,,,,Alcohol,n,y,n,,,Each,1,Wine,37003339-1,88.88,u,_085000026816,Brand-***,LIBERTY CREEK,,,Manufacturer-***,E&J GALLO WINERY,Product Size-***,500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003340,n,MERIDIAN MERLOT 750ML,,g,401 02 001 Wine,Count,,MERIDIAN VINEYARDS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Wine,37003340-1,88.88,u,_089819068012,Brand-***,MERIDIAN,Manufacturer-***,MERIDIAN VINEYARDS,Product Size-***,750ml,WINE PRODUCT GRPS-idc,MERIDWN  meridian fmly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003341,n,NEW AMSTERDAM VODKA APPLE 750ML,,g,401 03 001 Liquor,Count,,E&J GALLO WINERY,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,750,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003341-1,888.88,u,_085000024874,Brand-***,NEW AMSTERDAM,,,Manufacturer-***,E&J GALLO WINERY,Product Size-***,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003342,n,POCKET SHOTS CINNAMON HONEY,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003342-1,88.88,u,_083103525069,Flavor Type-***,Cinnamon,Flavor Type-***,Honey,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003343,n,POCKET SHOTS CHERRY VODKA 50ML,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003343-1,88.88,u,_083103115062,Brand-***,Vodka,Flavor Type-***,Cherry,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003344,n,POCKET SHOTS DEFROST PEPPERMINT 50ML,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003344-1,88.88,u,_083103705119,Flavor Type-***,Peppermint,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003345,n,POCKET SHOTS SPICED RUM 50ML,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003345-1,88.88,u,_083103415063,Flavor Type-***,Rum,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003346,n,POCKET SHOTS TEQUILA 50ML,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003346-1,88.88,u,_083103605068,Flavor Type-***,Tequila,LIQUOR PRODUCT GRPS-idc,TEQULQ  tequila fmly,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003347,n,POCKET SHOTS VODKA 50ML,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003347-1,88.88,u,_083103105063,Brand-***,Vodka,Product Size-***,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003348,n,POCKET SHOTS WHISKEY 50ML,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,50,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003348-1,88.88,u,_083103305067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003349,n,POTTERS VODKA 200ML,,g,401 03 001 Liquor,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,mLiter,200,,,,,,Alcohol,n,y,n,,,Each,1,Liquor,37003349-1,88.88,u,_083103116038,Brand-***,Vodka,Product Size-***,200ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
