04-22-19T13:20:33: Start Log
04-22-19T13:20:33: Processing File: Retail Item-601 General Merchan_01.xlsx
04-22-19T13:20:35: Item Rows: 10, External Id: 10901
04-22-19T13:20:36: Item Rows: 20, External Id: 115528
04-22-19T13:20:36: Item Rows: 30, External Id: 12721
04-22-19T13:20:37: Item Rows: 40, External Id: 134647
04-22-19T13:20:37: Item Rows: 50, External Id: 15107
04-22-19T13:20:38: Item Rows: 60, External Id: 158401
04-22-19T13:20:38: Item Rows: 70, External Id: 161802
04-22-19T13:20:38: Item Rows: 80, External Id: 164229
04-22-19T13:20:39: Item Rows: 90, External Id: 167090
04-22-19T13:20:40: Item Rows: 100, External Id: 1017079
04-22-19T13:20:40: Item Rows: 110, External Id: 41945
04-22-19T13:20:40: Item Rows: 120, External Id: 74068
04-22-19T13:20:41: Item Rows: 130, External Id: 80787
04-22-19T13:20:41: Item Rows: 140, External Id: 87532
04-22-19T13:20:42: Item Rows: 150, External Id: 169795
04-22-19T13:20:42: Item Rows: 160, External Id: 1028689
04-22-19T13:20:43: Item Rows: 170, External Id: 174908
04-22-19T13:20:43: Item Rows: 180, External Id: 177706
04-22-19T13:20:44: Item Rows: 190, External Id: 179428
04-22-19T13:20:44: Item Rows: 200, External Id: 179673
04-22-19T13:20:44: Item Rows: 210, External Id: 180848
04-22-19T13:20:45: Item Rows: 220, External Id: 181628
04-22-19T13:20:45: Item Rows: 230, External Id: 183369
04-22-19T13:20:46: Item Rows: 240, External Id: 184902
04-22-19T13:20:47: Item Rows: 250, External Id: 186796
04-22-19T13:20:47: Item Rows: 260, External Id: 187253
04-22-19T13:20:48: Item Rows: 270, External Id: 187747
04-22-19T13:20:48: Item Rows: 280, External Id: 1044728
04-22-19T13:20:49: Item Rows: 290, External Id: 188730
04-22-19T13:20:49: Item Rows: 300, External Id: 189228
04-22-19T13:20:50: Item Rows: 310, External Id: 189719
04-22-19T13:20:51: Item Rows: 320, External Id: 1046663
04-22-19T13:20:51: Item Rows: 330, External Id: 1047136
04-22-19T13:20:52: Item Rows: 340, External Id: 191193
04-22-19T13:20:52: Item Rows: 350, External Id: 191959
04-22-19T13:20:53: Item Rows: 360, External Id: 192795
04-22-19T13:20:53: Item Rows: 370, External Id: 1050275
04-22-19T13:20:54: Item Rows: 380, External Id: 1050748
04-22-19T13:20:55: Item Rows: 390, External Id: 1051780
04-22-19T13:20:55: Item Rows: 400, External Id: 1052382
04-22-19T13:20:56: Item Rows: 410, External Id: 1052855
04-22-19T13:20:56: Item Rows: 420, External Id: 1053973
04-22-19T13:20:57: Item Rows: 430, External Id: 1054446
04-22-19T13:20:57: Item Rows: 440, External Id: 1055220
04-22-19T13:20:58: Item Rows: 450, External Id: 1056252
04-22-19T13:20:58: Item Rows: 460, External Id: 1057284
04-22-19T13:20:59: Item Rows: 470, External Id: 1061842
04-22-19T13:21:00: Item Rows: 480, External Id: 10062767
04-22-19T13:21:00: Item Rows: 490, External Id: 10192418
04-22-19T13:21:01: Item Rows: 500, External Id: 1064164
