ItemExternalID,PurgeFlag,ItemName,ItemDescription,SoldAs,Category,BaseUOMClass,ReportedInUOM,Manufacturer,SKUNumber,Taxabililty,Active,Track,ExpenseUponReceiving,AllowFractionalQuantities,SetVarianceToZero,WasteTolerance,MissingTolerance,DefaultAdjustmentUOM,DefaultTransferUOM,ConvertFromUOMName1,ConvertFromUOMQty1,ConvertToUOMClass1,ConvertToUOMName1,ConvertToUOMQty1,ConvertFromUOMName2,ConvertFromUOMQty2,ConvertToUOMClass2,ConvertToUOMName2,ConvertToUOMQty2,RetailStrategy,PrompForQtyAtPOS,AutoQueueShelfLabel,RequiresSwipeAtPos,CreditCategoryCode,ShelfLabelUOM,PackName,PackQty,RetailLevelGroup,PackExternalId,ListPrice,BarcodeType,BarcodeNumber,attribute1,attribute_value1,attribute2,attribute_value2,attribute3,attribute_value3,attribute4,attribute_value4,attribute5,attribute_value5,attribute6,attribute_value6,attribute7,attribute_value7,attribute8,attribute_value8,attribute9,attribute_value9,attribute10,attribute_value10,attribute11,attribute_value11,attribute12,attribute_value12,attribute13,attribute_value13,attribute14,attribute_value14,attribute15,attribute_value15,attribute16,attribute_value16,attribute17,attribute_value17,attribute18,attribute_value18,attribute19,attribute_value19,attribute20,attribute_value20,attribute21,attribute_value21,attribute22,attribute_value22,attribute23,attribute_value23,attribute24,attribute_value24,attribute25,attribute_value25,attribute26,attribute_value26,attribute27,attribute_value27,attribute28,attribute_value28,attribute29,attribute_value29,attribute30,attribute_value30,group_name1,group_name2,group_name3,group_name4,group_name5,group_name6,group_name7,group_name8,group_name9,group_name10
--------------,---------,--------,---------------,------,--------,------------,-------------,------------,---------,-----------,------,-----,--------------------,-------------------------,-----------------,--------------,----------------,--------------------,------------------,-------------------,------------------,------------------,-----------------,----------------,-------------------,------------------,------------------,-----------------,----------------,--------------,----------------,-------------------,------------------,------------------,-------------,--------,-------,----------------,--------------,---------,-----------,-------------,----------,----------------,----------,----------------,----------,----------------,----------,----------------,----------,----------------,----------,----------------,----------,----------------,----------,----------------,----------,----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,------------
165098,n,z-I/A- MGM GET SHORTY DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,y,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165098-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165099,n,z-I/A- MGM THE PRINCESS BRIDE DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,y,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165099-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165100,n,z-I/A- MGM RAIN MAN SPECIAL EDT DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,n,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165100-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165101,n,z-I/A- MGM THE DAY AFTER DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,n,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165101-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165515,n,z-I/A- MGM LEDGENDS OF THE FALL DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,y,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165515-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165516,n,z-I/A- MGM JERRY MAGUIRE DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,y,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165516-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165517,n,z-I/A- MGM UNDERWORLD SE DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,n,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165517-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165518,n,z-I/A- MGM BLACK HAWK DOWN DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,y,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165518-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165519,n,z-I/A- MGM ANGER MANAGEMENT DVD,,g,703 01 000 Sony MGM Dvd i/a,Count,,Sony,,Use Category Setting,n,y,n,n,n,,,Each,Each,,,,,,,,,,,Miscellaneous,n,y,n,,,Each,1,Miscellaneous Retail Items,165519-1,8.99,,_,Brand-***,Sony,Flavor Type-***,Non Applicable,Product Type-***,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
