08-10-18T21:55:27: Start Log
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:27: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:28: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:28: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:28: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:28: Starting BU: 0009159-Columbus~OH
08-10-18T21:55:28: Starting BU: 0009159-Columbus~OH
