1000498,109498,10016027
1000502,109516,10003116
1000505,109598,10025804
1000506,10960,10027047
1000507,109601,10028454
1000508,109602,10006631
1000510,109612,10008570
1000511,109614,10002025
1000512,10962,10036891
1000516,10968,10041099
1000530,10982,10017604
1000531,109822,10018845
1000532,109823,10019751
1000533,109826,10021844
1000534,109867,10023026
1000536,109877,10059400
1000539,109965,10029942
1000540,109966,10032587
1000541,109967,10031346
1000543,110021,10036892
1000544,110022,10035679
1000545,110031,10039557
1000548,11005,10042710
1000552,11007,10049386
1000565,110235,10023027
1000567,110278,10059899
1000569,11029,10028455
1000570,11030,10029943
1000571,110302,10032588
1000572,110303,10031347
1000579,110319,10042711
1000580,11032,10044091
1000581,110320,10002026
1000582,110321,10003117
1000583,11038,10049387
1000584,110407,10059401
1000593,11045,10018847
1000597,10168,10007617
1000601,10169,10007618
1000603,10170,10009705
1000605,10172,10007619
1000609,10176,10007620
1000610,10177,10008572
1000611,10178,10009707
1000614,10181,10008573
1000617,10182,10007622
1000618,10183,10008574
1000620,10184,10006635
1000621,101849,10014509
1000622,10186,10008575
1000627,10190,10009708
1000628,10191,10006637
1000630,10193,10008577
1000631,10194,10009709
1000632,10195,10006638
1000633,10196,10007624
1000637,101988,10035681
1000638,10199,10008579
1000639,10200,10009710
1000640,10201,10006640
1000641,10202,10007625
1000642,10203,10008580
1000643,10204,10009711
1000644,10205,10006641
1000645,10206,10007626
1000646,10207,10008581
1000647,10208,10009712
1000648,10209,10006642
1000649,10210,10007627
1000650,10211,10008582
1000651,10212,10009713
1000653,10213,10007628
1000660,10217,10006643
1000683,10239,10009719
1000686,10241,10008588
1000687,10242,10009720
1000688,102423,10021847
1000689,102424,10023030
1000690,102428,10024417
1000691,10243,10009721
1000692,10244,10006646
1000694,10245,10008589
1000695,10246,10009722
1000696,102462,10031348
1000697,102464,10033959
1000698,10247,10008590
1000706,102547,10046558
1000707,102549,10049388
1000712,102595,10011736
1000716,102628,10017608
1000719,102649,10000178
1000725,10269,10007640
1000727,10271,10009723
1000730,10273,10008595
1000731,10274,10009724
1000732,10275,10006651
1000733,10276,10007642
1000735,10277,10009725
1000739,102826,10048020
1000761,10313,10007644
1000762,10314,10008599
1000773,103267,10010490
1000776,103282,10014513
1000785,103338,10027051
1000807,103589,10014514
1000809,10360,10017611
1000814,10366,10024420
1000815,103668,10000179
1000818,103735,10029944
1000823,10376,10035684
1000826,10379,10041103
1000836,103946,10011739
1000837,103947,10013125
1000839,10397,10016035
1000840,103971,10017612
1000843,104008,10021850
1000845,104012,10024421
1000846,104013,10025807
1000849,10405,10029945
1000851,10409,10031350
1000852,104112,10033963
1000854,10414,10035685
1000869,104184,10014516
1000873,104208,10019759
1000874,10421,10021851
1000876,10423,10024422
1000877,10424,10025808
1000878,10425,10027052
1000879,104259,10028460
1000880,10426,10029946
1000881,104260,10032592
1000882,10427,10031351
1000883,104273,10033964
1000885,10430,10035686
1000887,104335,10003118
1000889,10435,10042716
1000892,10437,10046561
1000895,10439,10050760
1000902,104433,10017614
1000911,10455,10029947
1000914,10457,10033965
1000924,10466,10049395
1000927,104677,10052334
1000934,104744,10018852
1000935,104759,10019761
1000939,10482,10025810
1000941,10483,10028462
1000946,10486,10036898
1000968,10508,10023037
1000976,105222,10002027
1000985,105389,10046564
1001001,105629,10025812
1001003,11047,10028464
1001004,11049,10029949
1001017,11060,10049398
1001025,110663,10016040
1001027,110688,10018855
1001028,11071,10020379
1001031,11072,10024426
1001034,11073,10028465
1001035,11074,10029950
1001036,11075,10032597
1001039,11076,10036900
1001040,11077,10035691
1001041,11078,10039566
1001043,11081,10041110
1001044,11082,10042720
1001045,11083,10044099
1001046,11084,10045304
1001047,11087,10046566
1001048,11089,10049399
1001049,110892,10048029
1001051,11091,10052337
1001065,111046,10028466
1001070,11106,10036901
1001074,11108,10041111
1001080,111094,10048030
1001081,11111,10050766
1001085,111171,10007646
1001086,111190,10008604
1001089,111286,10018857
1001091,111298,10059403
1001092,111299,10059903
1001094,111301,10059404
1001096,111303,10060724
1001097,111304,10059405
1001108,111326,10060728
1001112,111341,10050767
1001116,111375,10057271
1001118,11149,10016043
1001119,11150,10017620
1001120,11151,10018858
1001121,11152,10020381
1001127,11167,10028467
1001131,11183,10033970
1001134,11186,10039568
1001138,11188,10044101
1001139,11189,10045306
1001141,111923,10057797
1001145,11200,10010497
1001171,11205,10046568
1001177,11207,10011747
1001197,11583,10038294
1001206,11584,10052341
1001208,115841,10011748
1001211,11585,10016046
1001212,11586,10017622
1001223,11591,10031361
1001249,116013,10025819
1001250,116014,10000759
1001259,116110,10038296
1001261,116113,10042725
1001304,11628,10016048
1001317,11639,10033974
1001319,11640,10035698
1001320,116421,10039574
1001321,116423,10038298
1001322,116425,10041117
1001323,116426,10042727
1001324,116427,10044107
1001325,116428,10045312
1001326,116429,10046573
1001347,11651,10031364
1001353,116542,10041118
1001354,116543,10042728
1001357,11657,10046574
1001359,116608,10048037
1001380,116663,10036906
1001381,116665,10035700
1001382,116668,10039576
1001388,116701,10046575
1001392,11678,10052344
1001393,116790,10010502
1001394,116793,10011750
1001395,116796,10013136
1001408,116922,10060729
1001409,116923,10059410
1001410,116924,10059909
1001411,116925,10060730
1001412,116926,10059411
1001413,116927,10059910
1001415,116931,10059412
1001419,116958,10046576
1001421,116961,10048039
1001429,11702,10017625
1001444,117047,10039577
1001445,11705,10038301
1001447,183797,10042731
1001460,117121,10054625
1001462,11715,10020387
1001466,11724,10025822
1001469,117265,10059413
1001478,117321,10042732
1001479,117322,10044112
1001480,117323,10045316
1001481,117324,10046577
1001482,117325,10049409
1001487,117359,10011752
1001489,117361,10014529
1001490,117362,10016051
1001495,11739,10023049
1001498,117393,10027065
1001499,117394,10028473
1001501,11740,10032609
1001502,11741,10031366
1001514,117465,10048041
1001520,117473,10014530
1001521,117476,10016052
1001522,117477,10017627
1001527,117491,10024437
1001528,117493,10025824
1001533,117515,10031367
1001534,117516,10033978
1001535,117517,10036908
1001536,11752,10035703
1001537,11753,10039580
1001539,117538,10041122
1001542,117543,10045318
1001545,117559,10048042
1001572,117652,10044115
1001583,117705,10016054
1001584,117706,10017629
1001585,117707,10018868
1001587,117709,10021867
1001588,117710,10023052
1001589,117711,10024439
1001590,117712,10025826
1001591,117713,10027067
1001592,117714,10028475
1001593,117715,10029962
1001594,117716,10032612
1001602,112344,10003120
1001605,11238,10046580
1001606,11239,10049412
1001608,112412,10004310
1001610,11243,10010508
1001611,11244,10011756
1001616,11253,10018869
1001619,11255,10023053
1001621,11259,10025827
1001622,11260,10027068
1001623,11261,10028476
1001624,11262,10029963
1001625,11264,10032613
1001626,11270,10031369
1001627,11273,10033981
1001630,112738,10039583
1001631,11274,10038307
1001632,11275,10041125
1001634,11277,10044117
1001635,11278,10045320
1001636,10009344,10046581
1001638,11282,10048045
1001639,11283,10050781
1001642,112868,10000001
1001646,11289,10017631
1001648,11290,10020393
1001649,11291,10021869
1001651,112929,10024441
1001652,11293,10025828
1001653,112932,10027069
1001654,112934,10028477
1001655,112935,10029964
1001656,112937,10032614
1001657,112938,10031370
1001658,112939,10033982
1001659,11294,10036912
1001660,112940,10035707
1001661,112941,10039584
1001662,112942,10038308
1001663,112944,10041126
1001671,113003,10053669
1001672,113010,10010509
1001673,113011,10056362
1001682,113114,10024442
1001722,11353,10035709
1001726,11354,10042738
1001733,11355,10052353
1001741,113598,10020395
1001755,113665,10059913
1001757,113667,10042739
1001758,113668,10044119
1001759,113669,10060734
1001760,113671,10059416
1001763,113728,10059417
1001764,113731,10059914
1001765,113733,10060735
1001766,113735,10059418
1001768,113764,10014537
1001769,113766,10005545
1001779,11398,10029967
1001780,11399,10032618
1001781,11401,10031374
1001782,11402,10033986
1001786,11405,10038311
1001787,11406,10041127
1001793,11413,10048049
1001804,11426,10021873
1001805,114281,10023056
1001806,114282,10024445
1001811,11430,10032619
1001817,11433,10038312
1001819,11434,10042741
1001821,114351,10045323
1001823,11437,10049418
1001824,114371,10048050
1001828,11442,10011758
1001829,11444,10013144
1001830,11445,10014539
1001831,11447,10016060
1001833,11450,10018873
1001835,11453,10021874
1001836,11457,10023057
1001842,114675,10032620
1001845,11472,10036917
1001847,114736,10039589
1001852,11475,10045324
1001862,114812,10016061
1001863,114814,10017634
1001895,11488,10018874
1001901,11490,10027072
1001902,11493,10028480
1001903,11497,10029969
1001905,11502,10031377
1001906,11503,10033988
1001907,11508,10036918
1001908,11509,10035713
1001909,11511,10039590
1001911,11516,10041130
1001912,11518,10042743
1001914,11521,10045325
1001915,115226,10046585
1001921,11530,10011760
1001927,11534,10020399
1001929,11536,10023058
1001931,11540,10025832
1001932,11541,10027073
1001934,115431,10000002
1001935,11545,10032622
1001937,11549,10033989
1001939,11551,10035714
1001956,11556,10017636
1001970,11565,10035715
1001974,11568,10042745
1001977,11575,10046586
1001978,11579,10049421
1001995,117728,10028481
1001996,117729,10029970
1001997,117730,10032623
1001998,117731,10031379
1001999,117733,10033990
1002000,117734,10036920
1002003,117738,10038315
1002015,117811,10013147
1002016,117812,10014542
1002017,117814,10016063
1002018,117816,10017638
1002035,117958,10041132
1002041,117987,10048054
1002042,117988,10050789
1002048,118055,10016064
1002050,118075,10018877
1002053,118086,10023061
1002062,118188,10036922
1002071,118264,10060737
1002072,118266,10059420
1002081,118344,10018878
1002089,118399,10029972
1002090,118401,10032625
1002091,118408,10031382
1002096,118472,10038318
1002103,118489,10048055
1002133,118797,10049423
1002139,118833,10013149
1002143,118850,10018880
1002151,118864,10029973
1002152,118865,10032626
1002153,118866,10031383
1002163,119006,10046591
1002169,119051,10059916
1002170,119062,10013150
1002176,119111,10021880
1002196,119154,10048058
1002198,119161,10004311
1002215,121731,10000763
1002217,121782,10036925
1002232,121896,10013151
1002234,121900,10016067
1002237,121925,10020408
1002257,122102,10049425
1002261,122107,10010518
1002262,122108,10011766
1002263,122115,10013152
1002264,122123,10014547
1002265,122125,10016068
1002266,122175,10002028
1002267,122176,10003121
1002274,122196,10028485
1002276,122198,10032629
1002295,122310,10014548
1002305,122355,10028486
1002306,122357,10029977
1002318,122438,10046595
1002320,122452,10048061
1002321,122453,10050797
1002322,122480,10052366
1002329,122537,10018884
1002331,122541,10021885
1002337,122663,10029978
1002340,122669,10033999
1002341,122670,10036928
1002346,122723,10042754
1002364,122805,10005548
1002367,122815,10028488
1002369,122823,10032632
1002386,122877,10011770
1002409,123133,10007654
1002420,123249,10016073
1002425,123290,10023069
1002426,123291,10024453
1002427,123292,10025841
1002429,123348,10028490
1002430,123349,10029981
1002441,123426,10002029
1002448,123465,10006667
1002449,123470,10005549
1002453,123498,10004312
1002465,123602,10036931
1002466,123603,10035726
1002469,123611,10041139
1002471,123631,10044131
1002473,123667,10046600
1002480,123705,10006668
1002486,123729,10021889
1002490,123773,10000765
1002500,123833,10000766
1002503,123839,10045339
1002504,123840,10059422
1002511,123925,10013158
1002515,123932,10018886
1002526,123991,10002032
1002531,124023,10041140
1002532,124024,10042758
1002555,124169,10032636
1002582,12427,10025846
1002583,124288,10027086
1002586,124328,10002033
1002587,124330,10003123
1002588,124331,10004313
1002589,124332,10005550
1002594,124341,10005551
1002607,124372,10017651
1002609,119169,10020417
1002615,119178,10000768
1002618,119192,10031393
1002620,119194,10036933
1002624,119208,10041142
1002625,119209,10042759
1002626,119210,10044135
1002634,119273,10011777
1002635,119274,10013161
1002637,119281,10016080
1002638,119300,10017652
1002641,119305,10021894
1002644,119333,10025848
1002645,119334,10027088
1002655,119388,10041143
1002656,119389,10042760
1002659,119416,10046604
1002675,119507,10025849
1002676,119508,10027089
1002677,119518,10028495
1002680,119533,10031394
1002686,119579,10041144
1002688,119595,10044137
1002695,119603,10010532
1002700,119641,10017653
1002701,119644,10018889
1002702,119647,10020419
1002705,119681,10000769
1002714,119734,10005552
1002729,119849,10059426
1002730,119853,10059922
1002731,119854,10060744
1002741,119936,10056364
1002747,120014,10038332
1002763,120201,10004314
1002767,120265,10024463
1002768,120275,10025850
1002773,120310,10031397
1002795,120384,10009738
1002796,120386,10006669
1002797,120387,10007655
1002802,120408,10029991
1002808,120434,10039611
1002809,120436,10038334
1002810,120437,10041147
1002815,120442,10049443
1002831,120491,10027093
1002839,120562,10039612
1002843,120573,10044142
1002845,120578,10046609
1002846,120579,10049444
1002854,120590,10016086
1002855,120591,10017657
1002856,120595,10018892
1002857,120596,10020423
1002858,120597,10021898
1002859,120599,10023081
1002862,120707,10057273
1002863,120712,10060745
1002893,121043,10027094
1002894,121045,10028499
1002896,121051,10032640
1002928,121208,10006671
1002929,121209,10060747
1002936,121246,10044145
1002938,121249,10004315
1002962,121432,10035734
1002968,121446,10060748
1002969,121447,10059428
1002970,121448,10059924
1002971,121456,10002034
1002975,121492,10000770
1002990,121533,10031400
1002993,121550,10035735
1002998,121609,10044147
1003005,124431,10000771
1003037,124533,10060749
1003055,124637,10035736
1003056,124639,10039617
1003057,124641,10038341
1003058,124642,10041154
1003064,12467,10048078
1003083,124728,10031402
1003089,12474,10041155
1003090,124752,10042773
1003092,124771,10045352
1003102,124883,10016092
1003109,124928,10025859
1003118,124982,10039619
1003119,124983,10038343
1003120,124986,10041156
1003151,125102,10002036
1003168,125160,10059928
1003191,125271,10010543
1003195,125282,10000180
1003199,12529,10021906
1003200,128624,10023090
1003201,128626,10024472
1003203,128638,10027103
1003204,128648,10028507
1003211,128696,10039622
1003212,128697,10038346
1003235,12889,10028508
1003318,129365,10014574
1003319,129366,10016098
1003324,129389,10023094
1003325,129390,10024476
1003329,129407,10030004
1003330,129408,10032651
1003345,12960,10052392
1003348,12962,10013179
1003349,12964,10014575
1003357,12973,10025866
1003361,12982,10032652
1003370,13002,10044156
1003373,13004,10049453
1003375,13005,10050823
1003376,13006,10052393
1003378,13010,10011796
1003381,13011,10016100
1003383,130123,10018908
1003384,130124,10020438
1003388,130152,10025867
1003390,130155,10028513
1003391,130156,10030006
1003393,130158,10031412
1003396,130169,10035745
1003400,130177,10042781
1003402,130181,10045360
1003404,130192,10049454
1003405,130193,10048085
1003406,130194,10050824
1003411,130245,10014577
1003442,125329,10014578
1003453,12546,10030008
1003455,125470,10009739
1003456,125471,10006672
1003465,12552,10046624
1003472,125600,10003126
1003474,125603,10005555
1003475,125604,10000772
1003476,125607,10002037
1003477,125608,10003127
1003478,125609,10004317
1003479,125612,10005556
1003480,125620,10000773
1003481,125625,10002038
1003482,125634,10003128
1003483,125639,10004318
1003484,125642,10005557
1003485,125643,10000774
1003486,125644,10002039
1003487,125645,10003129
1003488,125647,10004319
1003489,125649,10005558
1003490,125660,10000775
1003491,125662,10002040
1003492,125666,10003130
1003493,125667,10004320
1003494,125671,10005559
1003495,125672,10000776
1003496,125678,10002041
1003497,125683,10003131
1003498,125687,10004321
1003500,125697,10000777
1003501,125698,10002042
1003502,125699,10003132
1003503,125701,10004322
1003504,125702,10005561
1003505,125706,10000778
1003506,125707,10002043
1003511,12575,10024481
1003513,125769,10027112
1003520,125807,10000003
1003521,125808,10000181
1003522,125809,10000004
1003525,125825,10000182
1003532,125836,10003133
1003536,125847,10000005
1003537,125848,10000183
1003538,125849,10000006
1003539,125850,10000184
1003540,125851,10000007
1003544,125897,10027113
1003545,125898,10028516
1003546,125900,10030010
1003548,125902,10031414
1003558,12594,10046625
1003561,125998,10059930
1003562,126000,10060755
1003563,126001,10059436
1003564,126033,10057274
1003567,126064,10016102
1003571,126075,10000185
1003577,126138,10003134
1003578,126140,10004323
1003579,126144,10005562
1003580,126162,10000779
1003581,126169,10002044
1003582,126173,10003135
1003583,126174,10004324
1003584,126176,10005563
1003585,126178,10000780
1003586,126185,10002045
1003587,126197,10044160
1003588,126198,10045364
1003590,126251,10000008
1003593,126323,10052397
1003604,12636,10024484
1003606,126367,10027115
1003617,126400,10042785
1003618,126401,10044161
1003619,126402,10045365
1003625,126451,10060756
1003630,12649,10017675
1003633,126507,10021915
1003637,126514,10003136
1003643,12655,10036956
1003650,126641,10045366
1003651,126642,10046627
1003652,126645,10049459
1003653,126653,10048090
1003654,126658,10050829
1003655,126661,10052398
1003656,126663,10010552
1003657,126664,10011802
1003658,126673,10013184
1003659,126675,10014584
1003660,126677,10016104
1003661,126678,10017676
1003662,126682,10018915
1003663,126686,10020444
1003664,126687,10021916
1003665,126688,10023103
1003666,126690,10024486
1003667,126692,10025875
1003668,126693,10027116
1003669,126696,10028520
1003670,126697,10030013
1003671,126698,10032659
1003672,126700,10031417
1003673,126701,10034028
1003674,126704,10036957
1003675,126705,10035750
1003676,126712,10039633
1003678,126723,10041167
1003681,126726,10045367
1003684,12676,10048091
1003685,126760,10050830
1003686,126761,10052399
1003687,126762,10010553
1003688,126765,10011803
1003689,126766,10013185
1003690,126767,10014585
1003691,12677,10016105
1003693,126821,10018916
1003697,126826,10024487
1003698,126827,10025876
1003699,126828,10027117
1003700,126830,10028521
1003701,126831,10030014
1003702,126833,10032660
1003703,126834,10031418
1003705,126836,10036958
1003712,126967,10060757
1003713,126970,10046629
1003727,127034,10003137
1003737,127059,10035752
1003744,127075,10046630
1003747,127184,10050831
1003749,12721,10010555
1003775,127465,10046631
1003776,127467,10049463
1003777,127471,10003138
1003780,127499,10000782
1003818,127578,10020447
1003819,12758,10021919
1003820,12759,10023106
1003821,127597,10024490
1003826,127614,10032663
1003827,127615,10031420
1003828,127616,10034031
1003829,127617,10036960
1003831,127630,10039637
1003832,127631,10038357
1003834,12765,10042789
1003839,127694,10005565
1003841,12771,10052404
1003842,12772,10010557
1003844,12774,10013190
1003845,127747,10014589
1003858,127807,10008613
1003866,12785,10044166
1003867,12787,10045371
1003868,12788,10046632
1003869,12789,10049464
1003879,127964,10018921
1003882,127975,10023108
1003886,127987,10061413
1003887,12799,10030018
1003902,12813,10050835
1003903,12814,10052406
1003904,128173,10010558
1003905,128220,10011810
1003910,128428,10018922
1003913,128451,10023109
1003914,128453,10024493
1003915,128454,10025883
1003916,128455,10027124
1003918,128462,10030019
1003919,128463,10032666
1003920,128464,10031422
1003921,128465,10034034
1003925,128469,10038360
1003926,128470,10041174
1003928,128473,10044167
1003929,128474,10045373
1003930,128475,10046634
1003931,128476,10049466
1003932,128478,10048094
1003938,128519,10014592
1003940,128524,10017685
1003944,128531,10023110
1003945,128532,10024494
1003946,128533,10025884
1003948,128535,10028527
1003949,128537,10030020
1003950,128538,10032667
1003951,128540,10031423
1003952,128541,10034035
1003953,128542,10036964
1003954,128543,10035758
1003955,128544,10039641
1003956,128545,10038361
1003957,128546,10041175
1003958,128547,10042790
1003959,128548,10044168
1003960,128549,10045374
1003961,128552,10046635
1003962,128553,10049467
1003963,128554,10048095
1003964,128555,10050837
1003966,128557,10010560
1003968,128559,10013193
1003971,128570,10017686
1003974,128575,10021924
1003975,128576,10023111
1003976,128577,10024495
1003977,128579,10025885
1003978,128582,10027126
1003979,128583,10028528
1003980,128585,10030021
1003981,128586,10032668
1003982,128587,10031424
1003985,128596,10035759
1003993,128609,10049468
1003994,128610,10048096
1003995,128611,10050838
1003996,128613,10052409
1003997,128614,10010561
1003998,128615,10011813
1003999,128616,10013194
1004000,128617,10014594
1004003,130320,10018924
1004004,130322,10020452
1004005,130323,10021925
1004009,130367,10027127
1004068,130609,10006673
1004069,130624,10024497
1004070,130625,10025887
1004073,130657,10007657
1004074,130661,10008614
1004075,130662,10009740
1004077,130727,10036966
1004091,130801,10011814
1004092,130802,10003140
1004093,130815,10004326
1004096,130841,10002048
1004097,130864,10003141
1004099,130876,10005567
1004103,130942,10004328
1004106,130983,10031426
1004108,131029,10036967
1004114,131074,10044173
1004115,131082,10045377
1004121,131124,10056365
1004132,131182,10025889
1004138,131207,10034040
1004139,131208,10036968
1004140,131209,10035763
1004164,131393,10027131
1004165,131394,10028532
1004167,131397,10032670
1004174,13142,10041180
1004177,13146,10045378
1004179,131474,10049472
1004183,13148,10010565
1004188,13151,10017691
1004197,131658,10030025
1004198,131661,10032671
1004199,131662,10031428
1004202,131681,10035765
1004208,131818,10004329
1004211,13184,10048100
1004217,131891,10014600
1004218,131893,10016117
1004219,131895,10017692
1004220,131897,10018929
1004221,131898,10020456
1004223,131900,10023116
1004224,131915,10024500
1004227,131921,10028533
1004229,131923,10032672
1004230,131924,10031429
1004231,131926,10034043
1004233,131928,10035766
1004234,13193,10039648
1004240,131945,10046641
1004243,131954,10050844
1004247,131960,10013198
1004249,131962,10016118
1004261,131991,10031430
1004268,132247,10054627
1004272,132257,10003142
1004275,132302,10052415
1004282,132386,10018930
1004283,132389,10020457
1004284,132391,10021931
1004295,132437,10000784
1004303,132502,10049474
1004312,132570,10017694
1004327,132721,10057799
1004328,132735,10038366
1004329,132746,10041185
1004330,132747,10055502
1004332,132750,10057275
1004338,132799,10010568
1004360,132922,10041186
1004363,132925,10045381
1004397,133265,10048106
1004436,133413,10017696
1004437,133415,10018934
1004442,133459,10025896
1004443,133463,10027137
1004444,133464,10028539
1004445,133465,10030032
1004446,133466,10032675
1004452,133488,10038368
1004453,133489,10041188
1004456,133497,10045383
1004457,133498,10046647
1004458,133500,10049479
1004459,133501,10048107
1004461,133504,10052420
1004462,133506,10010571
1004463,133508,10011822
1004464,133509,10013203
1004465,133510,10014603
1004467,133514,10017697
1004469,133516,10020460
1004470,133517,10021934
1004472,133520,10024505
1004477,133526,10032676
1004479,13353,10034047
1004480,133530,10036978
1004481,133532,10035770
1004482,133533,10039652
1004483,133534,10038369
1004486,133538,10044184
1004487,13354,10045384
1004488,133541,10046648
1004489,133542,10049480
1004490,133543,10048108
1004491,133545,10050850
1004494,133595,10011823
1004495,133596,10013204
1004496,133598,10014604
1004502,13362,10023121
1004509,13368,10031436
1004513,13370,10039653
1004514,133705,10038370
1004515,133706,10041190
1004518,133715,10045385
1004528,13374,10016126
1004532,133751,10021936
1004533,133752,10023122
1004536,133759,10002050
1004543,13381,10035771
1004548,133815,10044185
1004553,13383,10000186
1004557,13384,10000187
1004565,133854,10024506
1004567,133858,10027139
1004569,133860,10030036
1004580,13388,10000009
1004586,13389,10000010
1004589,13391,10000188
1004593,133917,10020464
1004594,13392,10000011
1004595,13393,10000189
1004596,13394,10000012
1004597,13396,10000190
1004608,134025,10041193
1004610,134031,10044187
1004611,134036,10045387
1004612,134037,10046652
1004613,134038,10049483
1004616,13406,10000013
1004625,134210,10000785
1004626,134211,10002051
1004627,134216,10024507
1004654,13434,10005568
1004657,13435,10003143
1004658,13437,10004330
1004662,13439,10003144
1004665,13440,10000786
1004666,134400,10002052
1004670,13441,10000787
1004674,13442,10005569
1004680,13443,10000788
1004687,13444,10003145
1004691,13450,10002053
1004692,13451,10003146
1004693,134515,10004332
1004694,134516,10005570
1004696,13452,10002054
1004697,134525,10036982
1004699,134529,10039659
1004700,13453,10000790
1004704,13454,10005571
1004706,13456,10002055
1004716,13458,10002056
1004720,13459,10000791
1004723,134599,10028546
1004724,13460,10005572
1004725,134600,10032683
1004730,13461,10000792
1004731,13462,10002057
1004733,13463,10004333
1004735,134642,10045389
1004737,134646,10049484
1004738,134647,10048112
1004739,134648,10050854
1004740,134649,10052426
1004741,13465,10002058
1004745,13469,10000793
